"participant","age","sex","native_language","trials_practice.thisTrialN","trials_experiment.thisTrialN","item","item_type","polarity","prime_noun","sentence","prime_target_relation","delay","source_word","target","target_type","sentence_audio_file","lgSUBTLEX","word_length","balancing_list","show_repetition_task","correct_key_response","key_resp.keys","key_resp.corr","key_resp.rt","repetition_task_replacement_cur_sentence","repetition_task_replacement_mouse.clicked_name","repetition_task_replacement_correct","materials_known"
198,18,"männlich","Deutsch",NA,36,7,"experimental","negative","Band","Dort ist kein Band.","Unrelated",0.75,"Dorf","Dorf","word","Band_negative.mp3",3.114,4,3,"no","j","j",1,0.9243,"mute","",NA,9
198,18,"männlich","Deutsch",NA,37,46,"experimental","negative","Puppe","Dort ist keine Puppe.","Unrelated",0,"Frieden","Frieden","word","Puppe_negative.mp3",3.211,7,3,"no","j","j",1,0.6395,"mute","",NA,9
198,18,"männlich","Deutsch",NA,38,95,"filler","negative","Tinte","Dort ist keine Tinte.","Worse Alternative",0,"Roman","Rortas","non-word","Tinte_negative.mp3",NA,NA,NA,"no","f","j",0,0.3469,"mute","",NA,9
198,18,"männlich","Deutsch",NA,39,12,"experimental","negative","Reh","Dort ist kein Reh.","Good Alternative",0.75,"Hirsch","Hirsch","word","Reh_negative.mp3",2.1,6,3,"no","j","j",1,0.5408,"mute","",NA,9
198,18,"männlich","Deutsch",NA,40,108,"filler","negative","Seite","Dort ist keine Seite.","Unrelated",0,"Raum","Ralum","non-word","Seite_negative.mp3",NA,NA,NA,"yes","f","j",0,0.5312,"kein","text_kein_e",1,9
198,18,"männlich","Deutsch",NA,41,138,"filler","affirmative","Limette","Dort ist eine Limette.","Good Alternative",0,"Zitrone","Zitrone","word","Limette_affirmative.mp3",NA,NA,NA,"no","j","j",1,0.5324,"mute","",NA,9
198,18,"männlich","Deutsch",NA,42,100,"filler","negative","Spiel","Dort ist kein Spiel.","Unrelated",0.75,"Walross","Warpler","non-word","Spiel_negative.mp3",NA,NA,NA,"no","f","f",1,0.6635,"mute","",NA,9
198,18,"männlich","Deutsch",NA,43,25,"experimental","negative","Meerwasser","Dort ist kein Meerwasser.","Worse Alternative",0,"Salz","Salz","word","Meerwasser_negative.mp3",2.486,4,3,"yes","j","j",1,1.1897,"eine","text_ein_e",1,9
198,18,"männlich","Deutsch",NA,44,62,"experimental","negative","Thunfisch","Dort ist kein Thunfisch.","Negated Entity",0.75,"Thunfisch","Thunfisch","word","Thunfisch_negative.mp3",1.716,9,3,"no","j","j",1,0.0095,"mute","",NA,9
198,18,"männlich","Deutsch",NA,45,153,"filler","affirmative","Problem","Dort ist ein Problem.","Negated Entity",0,"Problem","Prablan","non-word","Problem_affirmative.mp3",NA,NA,NA,"no","f","f",1,0.6025,"mute","",NA,9
198,18,"männlich","Deutsch",NA,46,44,"experimental","negative","Nagel","Dort ist kein Nagel.","Worse Alternative",0,"Kreuz","Kreuz","word","Nagel_negative.mp3",2.719,5,3,"yes","j","j",1,0.9608,"eine","text_ein_e",1,9
198,18,"männlich","Deutsch",NA,47,83,"filler","negative","Tankstelle","Dort ist keine Tankstelle.","Worse Alternative",0,"Gas","Gus","non-word","Tankstelle_negative.mp3",NA,NA,NA,"no","f","f",1,0.8942,"mute","",NA,9
198,18,"männlich","Deutsch",NA,48,118,"filler","negative","Festland","Dort ist kein Festland.","Good Alternative",0.75,"Insel","Nesle","non-word","Festland_negative.mp3",NA,NA,NA,"no","f","f",1,0.6012,"mute","",NA,9
198,18,"männlich","Deutsch",NA,49,122,"filler","negative","Weg","Dort ist kein Weg.","Good Alternative",0,"Straße","Sortam","non-word","Weg_negative.mp3",NA,NA,NA,"yes","f","f",1,0.8877,"ein","text_ein_e",1,9
198,18,"männlich","Deutsch",NA,50,57,"experimental","negative","See","Dort ist kein See.","Negated Entity",0,"See","See","word","See_negative.mp3",3.017,3,3,"no","j","j",1,0.9216,"mute","",NA,9
198,18,"männlich","Deutsch",NA,51,9,"experimental","negative","Sumpf","Dort ist kein Sumpf.","Worse Alternative",0,"Frosch","Frosch","word","Sumpf_negative.mp3",2.386,6,3,"no","j","j",1,0.645,"mute","",NA,9
198,18,"männlich","Deutsch",NA,52,3,"experimental","negative","Pinsel","Dort ist kein Pinsel.","Unrelated",0.75,"Baum","Baum","word","Pinsel_negative.mp3",3.01,4,3,"no","j","j",1,0.4731,"mute","",NA,9
198,18,"männlich","Deutsch",NA,53,50,"experimental","negative","Engel","Dort ist kein Engel.","Negated Entity",0.75,"Engel","Engel","word","Engel_negative.mp3",3.015,5,3,"no","j","j",1,0.4577,"mute","",NA,9
198,18,"männlich","Deutsch",NA,54,31,"experimental","negative","Trommel","Dort ist keine Trommel.","Negated Entity",0.75,"Trommel","Trommel","word","Trommel_negative.mp3",1.799,7,3,"no","j","j",1,0.5516,"mute","",NA,9
198,18,"männlich","Deutsch",NA,55,63,"experimental","negative","Mango","Dort ist keine Mango.","Good Alternative",0.75,"Papaya","Papaya","word","Mango_negative.mp3",1.079,6,3,"no","j","j",1,0.8929,"mute","",NA,9
198,18,"männlich","Deutsch",NA,56,149,"filler","affirmative","Angebot","Dort ist ein Angebot.","Negated Entity",0.75,"Angebot","Agoba","non-word","Angebot_affirmative.mp3",NA,NA,NA,"no","f","f",1,0.9877,"mute","",NA,9
198,18,"männlich","Deutsch",NA,57,144,"filler","affirmative","Kollege","Dort ist ein Kollege.","Unrelated",0,"Pflanzen","Pflanzen","word","Kollege_affirmative.mp3",NA,NA,NA,"no","j","j",1,0.7184,"mute","",NA,9
198,18,"männlich","Deutsch",NA,58,111,"filler","negative","Kälte","Dort ist keine Kälte.","Worse Alternative",0,"Kühlschrank","Kuckschanik","non-word","Kaelte_negative.mp3",NA,NA,NA,"yes","f","f",1,1.2352,"keine","text_kein_e",1,9
198,18,"männlich","Deutsch",NA,59,10,"experimental","negative","Armband","Dort ist kein Armband.","Good Alternative",0,"Halskette","Halskette","word","Armband_negative.mp3",1.857,9,3,"no","j","j",1,0.7681,"mute","",NA,9
198,18,"männlich","Deutsch",NA,60,74,"filler","negative","Wal","Dort ist kein Wal.","Good Alternative",0,"Delfin","Dolfol","non-word","Wal_negative.mp3",NA,NA,NA,"no","f","j",0,0.6497,"mute","",NA,9
198,18,"männlich","Deutsch",NA,61,79,"filler","negative","Waschmaschine","Dort ist keine Waschmaschine.","Worse Alternative",0,"Fleck","Fulck","non-word","Waschmaschine_negative.mp3",NA,NA,NA,"no","f","f",1,0.8357,"mute","",NA,9
198,18,"männlich","Deutsch",NA,62,71,"filler","negative","Kamera","Dort ist keine Kamera.","Worse Alternative",0.75,"Bild","Bimd","non-word","Kamera_negative.mp3",NA,NA,NA,"no","f","f",1,0.6494,"mute","",NA,9
198,18,"männlich","Deutsch",NA,63,65,"filler","negative","Wanze","Dort ist keine Wanze.","Negated Entity",0.75,"Wanze","Wande","non-word","Wanze_negative.mp3",NA,NA,NA,"no","f","f",1,1.1673,"mute","",NA,9
198,18,"männlich","Deutsch",NA,64,51,"experimental","negative","Bier","Dort ist kein Bier.","Good Alternative",0.75,"Wein","Wein","word","Bier_negative.mp3",3.09,4,3,"yes","j","j",1,0.6582,"eine","text_ein_e",1,9
198,18,"männlich","Deutsch",NA,65,90,"filler","negative","Streichholz","Dort ist kein Streichholz.","Good Alternative",0.75,"Feuerzeug","Fleuarbreut","non-word","Streichholz_negative.mp3",NA,NA,NA,"yes","f","f",1,1.5569,"ein","text_ein_e",1,9
198,18,"männlich","Deutsch",NA,66,41,"experimental","negative","Milch","Dort ist keine Milch.","Unrelated",0.75,"Kloster","Kloster","word","Milch_negative.mp3",2.373,7,3,"no","j","j",1,1.0208,"mute","",NA,9
198,18,"männlich","Deutsch",NA,67,8,"experimental","negative","Pferd","Dort ist kein Pferd.","Good Alternative",0.75,"Esel","Esel","word","Pferd_negative.mp3",2.486,4,3,"no","j","j",1,0.6217,"mute","",NA,9
198,18,"männlich","Deutsch",NA,68,97,"filler","negative","Leben","Dort ist kein Leben.","Negated Entity",0,"Leben","Levest","non-word","Leben_negative.mp3",NA,NA,NA,"no","f","f",1,0.7683,"mute","",NA,9
198,18,"männlich","Deutsch",NA,69,113,"filler","negative","Idee","Dort ist keine Idee.","Negated Entity",0,"Idee","Imed","non-word","Idee_negative.mp3",NA,NA,NA,"yes","f","f",1,0.768,"keine","text_kein_e",1,9
198,18,"männlich","Deutsch",NA,70,34,"experimental","negative","Küche","Dort ist keine Küche.","Worse Alternative",0,"Zwiebel","Zwiebel","word","Kueche_negative.mp3",1.602,7,3,"no","j","j",1,1.0403,"mute","",NA,9
198,18,"männlich","Deutsch",NA,71,24,"experimental","negative","Fernseher","Dort ist kein Fernseher.","Good Alternative",0.75,"Radio","Radio","word","Fernseher_negative.mp3",2.943,5,3,"no","j","j",1,0.6981,"mute","",NA,9
198,18,"männlich","Deutsch",NA,72,81,"filler","negative","Herz","Dort ist kein Herz.","Negated Entity",0,"Herz","Horz","non-word","Herz_negative.mp3",NA,NA,NA,"no","f","f",1,0.8656,"mute","",NA,9
198,18,"männlich","Deutsch",NA,73,101,"filler","negative","Bereich","Dort ist kein Bereich.","Negated Entity",0,"Bereich","Becheuf","non-word","Bereich_negative.mp3",NA,NA,NA,"no","f","f",1,1.1694,"mute","",NA,9
198,18,"männlich","Deutsch",NA,74,73,"filler","negative","Wasser","Dort ist kein Wasser.","Negated Entity",0.75,"Wasser","Wrasse","non-word","Wasser_negative.mp3",NA,NA,NA,"no","f","f",1,0.7053,"mute","",NA,9
198,18,"männlich","Deutsch",NA,75,18,"experimental","negative","Stoff","Dort ist kein Stoff.","Worse Alternative",0.75,"Kleid","Kleid","word","Stoff_negative.mp3",3.038,5,3,"no","j","j",1,1.0632,"mute","",NA,9
198,18,"männlich","Deutsch",NA,76,117,"filler","negative","Biber","Dort ist kein Biber.","Negated Entity",0,"Biber","Bubsar","non-word","Biber_negative.mp3",NA,NA,NA,"yes","f","f",1,0.6889,"kein","text_kein_e",1,9
198,18,"männlich","Deutsch",NA,77,126,"filler","negative","Terrasse","Dort ist keine Terrasse.","Good Alternative",0.75,"Balkon","Burtan","non-word","Terrasse_negative.mp3",NA,NA,NA,"yes","f","f",1,0.8408,"eine","text_kein_e",0,9
198,18,"männlich","Deutsch",NA,78,5,"experimental","negative","Schiff","Dort ist kein Schiff.","Good Alternative",0,"Boot","Boot","word","Schiff_negative.mp3",3.228,4,3,"no","j","j",1,0.9773,"mute","",NA,9
198,18,"männlich","Deutsch",NA,79,32,"experimental","negative","Klammer","Dort ist keine Klammer.","Unrelated",0,"Wohnung","Wohnung","word","Klammer_negative.mp3",3.348,7,3,"yes","j","j",1,1.0811,"kein","text_kein_e",1,9
198,18,"männlich","Deutsch",NA,80,134,"filler","affirmative","Wecker","Dort ist ein Wecker.","Good Alternative",0,"Uhr","Uhr","word","Wecker_affirmative.mp3",NA,NA,NA,"no","j","j",1,1.3684,"mute","",NA,9
198,18,"männlich","Deutsch",NA,81,30,"experimental","negative","Aufzug","Dort ist kein Aufzug.","Good Alternative",0,"Treppe","Treppe","word","Aufzug_negative.mp3",2.803,6,3,"no","j","j",1,0.6414,"mute","",NA,9
198,18,"männlich","Deutsch",NA,82,19,"experimental","negative","Kommode","Dort ist keine Kommode.","Negated Entity",0,"Kommode","Kommode","word","Kommode_negative.mp3",1.82,7,3,"no","j","j",1,0.5001,"mute","",NA,9
198,18,"männlich","Deutsch",NA,83,88,"filler","negative","Fahrzeug","Dort ist kein Fahrzeug.","Unrelated",0.75,"Bank","Badka","non-word","Fahrzeug_negative.mp3",NA,NA,NA,"yes","f","f",1,1.0406,"eine","text_ein_e",1,9
198,18,"männlich","Deutsch",NA,84,67,"filler","negative","Spritze","Dort ist keine Spritze.","Worse Alternative",0.75,"Arzt","Alzt","non-word","Spritze_negative.mp3",NA,NA,NA,"yes","f","f",1,1.5219,"ein","text_ein_e",1,9
198,18,"männlich","Deutsch",NA,85,20,"experimental","negative","Schnabel","Dort ist kein Schnabel.","Worse Alternative",0.75,"Krähe","Krähe","word","Schnabel_negative.mp3",1.613,5,3,"yes","j","j",1,1.5713,"keine","text_kein_e",1,9
198,18,"männlich","Deutsch",NA,86,86,"filler","negative","Auto","Dort ist kein Auto.","Good Alternative",0,"Fahrrad","Foshart","non-word","Auto_negative.mp3",NA,NA,NA,"no","f","f",1,1.6314,"mute","",NA,9
198,18,"männlich","Deutsch",NA,87,87,"filler","negative","Körper","Dort ist kein Körper.","Worse Alternative",0.75,"Brust","Grust","non-word","Koerper_negative.mp3",NA,NA,NA,"no","f","f",1,0.7891,"mute","",NA,9
198,18,"männlich","Deutsch",NA,88,107,"filler","negative","Eintopf","Dort ist kein Eintopf.","Worse Alternative",0,"Linsen","Lisen","non-word","Eintopf_negative.mp3",NA,NA,NA,"yes","f","j",0,0.6699,"ein","text_ein_e",1,9
198,18,"männlich","Deutsch",NA,89,158,"filler","affirmative","Buchladen","Dort ist ein Buchladen.","Good Alternative",0.75,"Bibliothek","Blibitheko","non-word","Buchladen_affirmative.mp3",NA,NA,NA,"no","f","f",1,1.3886,"mute","",NA,9
198,18,"männlich","Deutsch",NA,90,128,"filler","negative","Zweig","Dort ist kein Zweig.","Unrelated",0.75,"Zahn","Nazt","non-word","Zweig_negative.mp3",NA,NA,NA,"no","f","f",1,0.7636,"mute","",NA,9
198,18,"männlich","Deutsch",NA,91,17,"experimental","negative","Theater","Dort ist kein Theater.","Good Alternative",0,"Kino","Kino","word","Theater_negative.mp3",2.937,4,3,"no","j","f",0,1.1786,"mute","",NA,9
198,18,"männlich","Deutsch",NA,92,22,"experimental","negative","Postbote","Dort ist kein Postbote.","Unrelated",0,"Maus","Maus","word","Postbote_negative.mp3",2.444,4,3,"yes","j","j",1,1.3988,"eine","text_ein_e",1,9
198,18,"männlich","Deutsch",NA,93,143,"filler","affirmative","Glocke","Dort ist eine Glocke.","Worse Alternative",0.75,"Turm","Turm","word","Glocke_affirmative.mp3",NA,NA,NA,"no","j","j",1,0.9532,"mute","",NA,9
198,18,"männlich","Deutsch",NA,94,68,"filler","negative","Inhalt","Dort ist kein Inhalt.","Unrelated",0.75,"Tapete","Tetepa","non-word","Inhalt_negative.mp3",NA,NA,NA,"no","f","f",1,0.7905,"mute","",NA,9
198,18,"männlich","Deutsch",NA,95,53,"experimental","negative","Laptop","Dort ist kein Laptop.","Good Alternative",0.75,"Computer","Computer","word","Laptop_negative.mp3",3.268,8,3,"no","j","j",1,1.5297,"mute","",NA,9
198,18,"männlich","Deutsch",NA,96,96,"filler","negative","Zug","Dort ist kein Zug.","Unrelated",0,"Gebäude","Geduck","non-word","Zug_negative.mp3",NA,NA,NA,"no","f","f",1,0.8368,"mute","",NA,9
198,18,"männlich","Deutsch",NA,97,49,"experimental","negative","Bett","Dort ist kein Bett.","Worse Alternative",0.75,"Schlafzimmer","Schlafzimmer","word","Bett_negative.mp3",2.79,12,3,"no","j","j",1,0.5499,"mute","",NA,9
198,18,"männlich","Deutsch",NA,98,69,"filler","negative","Welt","Dort ist keine Welt.","Negated Entity",0.75,"Welt","Went","non-word","Welt_negative.mp3",NA,NA,NA,"no","f","f",1,0.7315,"mute","",NA,9
198,18,"männlich","Deutsch",NA,99,4,"experimental","negative","Hemd","Dort ist kein Hemd.","Good Alternative",0,"Bluse","Bluse","word","Hemd_negative.mp3",2.149,5,3,"no","j","j",1,0.815,"mute","",NA,9
198,18,"männlich","Deutsch",NA,100,109,"filler","negative","Erde","Dort ist keine Erde.","Negated Entity",0.75,"Erde","Rerd","non-word","Erde_negative.mp3",NA,NA,NA,"no","f","f",1,0.8192,"mute","",NA,9
198,18,"männlich","Deutsch",NA,101,130,"filler","affirmative","Restaurant","Dort ist ein Restaurant.","Good Alternative",0.75,"Cafe","Cafe","word","Restaurant_affirmative.mp3",NA,NA,NA,"no","j","j",1,1.0067,"mute","",NA,9
198,18,"männlich","Deutsch",NA,102,121,"filler","negative","Natur","Dort ist keine Natur.","Negated Entity",0.75,"Natur","Tanur","non-word","Natur_negative.mp3",NA,NA,NA,"yes","f","f",1,0.7879,"ein","text_ein_e",1,9
198,18,"männlich","Deutsch",NA,103,93,"filler","negative","Thema","Dort ist kein Thema.","Negated Entity",0.75,"Thema","Tremel","non-word","Thema_negative.mp3",NA,NA,NA,"yes","f","f",1,1.0502,"kein","text_kein_e",1,9
198,18,"männlich","Deutsch",NA,104,61,"experimental","negative","Butter","Dort ist keine Butter.","Negated Entity",0.75,"Butter","Butter","word","Butter_negative.mp3",2.43,6,3,"yes","j","j",1,1.0617,"eine","text_ein_e",1,9
198,18,"männlich","Deutsch",NA,105,142,"filler","affirmative","Hügel","Dort ist ein Hügel.","Good Alternative",0.75,"Berg","Berg","word","Huegel_affirmative.mp3",NA,NA,NA,"yes","j","j",1,0.7372,"keine","text_kein_e",1,9
198,18,"männlich","Deutsch",NA,106,14,"experimental","negative","Modegeschäft","Dort ist kein Modegeschäft.","Worse Alternative",0,"Jacke","Jacke","word","Modegeschaeft_negative.mp3",2.849,5,3,"no","j","j",1,0.5473,"mute","",NA,9
198,18,"männlich","Deutsch",NA,107,26,"experimental","negative","Kürbis","Dort ist kein Kürbis.","Unrelated",0.75,"Schule","Schule","word","Kuerbis_negative.mp3",3.698,6,3,"no","j","j",1,0.7814,"mute","",NA,9
198,18,"männlich","Deutsch",NA,108,80,"filler","negative","Waschbecken","Dort ist kein Waschbecken.","Unrelated",0.75,"Komet","Kamat","non-word","Waschbecken_negative.mp3",NA,NA,NA,"no","f","f",1,0.6466,"mute","",NA,9
198,18,"männlich","Deutsch",NA,109,47,"experimental","negative","Marmelade","Dort ist keine Marmelade.","Unrelated",0,"Gutschein","Gutschein","word","Marmelade_negative.mp3",1.748,9,3,"no","j","j",1,0.8287,"mute","",NA,9
198,18,"männlich","Deutsch",NA,110,38,"experimental","negative","Zange","Dort ist keine Zange.","Unrelated",0.75,"Xbox","Xbox","word","Zange_negative.mp3",1.602,4,3,"yes","j","j",1,1.1136,"eine","text_ein_e",1,9
198,18,"männlich","Deutsch",NA,111,140,"filler","affirmative","Kreisel","Dort ist ein Kreisel.","Unrelated",0.75,"Taste","Taste","word","Kreisel_affirmative.mp3",NA,NA,NA,"yes","j","j",1,1.1696,"eine","text_ein_e",1,9
198,18,"männlich","Deutsch",NA,112,131,"filler","affirmative","Anhänger","Dort ist ein Anhänger.","Worse Alternative",0,"LKW","LKW","word","Anhaenger_affirmative.mp3",NA,NA,NA,"yes","j","j",1,1.0337,"keine","text_kein_e",1,9
198,18,"männlich","Deutsch",NA,113,129,"filler","affirmative","Fußball","Dort ist ein Fußball.","Negated Entity",0.75,"Fußball","Fußball","word","Fussball_affirmative.mp3",NA,NA,NA,"no","j","j",1,1.761,"mute","",NA,9
198,18,"männlich","Deutsch",NA,114,66,"filler","negative","Badeanzug","Dort ist kein Badeanzug.","Good Alternative",0,"Bikini","Biriki","non-word","Badeanzug_negative.mp3",NA,NA,NA,"no","f","f",1,1.67,"mute","",NA,9
198,18,"männlich","Deutsch",NA,115,151,"filler","affirmative","Medikament","Dort ist ein Medikament.","Worse Alternative",0.75,"Apotheke","Athopel","non-word","Medikament_affirmative.mp3",NA,NA,NA,"no","f","j",0,0.9665,"mute","",NA,9
198,18,"männlich","Deutsch",NA,116,72,"filler","negative","Giraffe","Dort ist keine Giraffe.","Unrelated",0,"Frage","Falge","non-word","Giraffe_negative.mp3",NA,NA,NA,"no","f","f",1,1.0049,"mute","",NA,9
198,18,"männlich","Deutsch",NA,117,104,"filler","negative","Platz","Dort ist kein Platz.","Unrelated",0,"Familie","Friebel","non-word","Platz_negative.mp3",NA,NA,NA,"no","f","f",1,1.5962,"mute","",NA,9
198,18,"männlich","Deutsch",NA,118,85,"filler","negative","Zeit","Dort ist keine Zeit.","Negated Entity",0,"Zeit","Seitz","non-word","Zeit_negative.mp3",NA,NA,NA,"no","f","f",1,0.7404,"mute","",NA,9
198,18,"männlich","Deutsch",NA,119,145,"filler","affirmative","System","Dort ist ein System.","Negated Entity",0,"System","Stemys","non-word","System_affirmative.mp3",NA,NA,NA,"no","f","f",1,0.963,"mute","",NA,9
198,18,"männlich","Deutsch",NA,120,160,"filler","affirmative","Lupe","Dort ist eine Lupe.","Unrelated",0,"Holz","Brolz","non-word","Lupe_affirmative.mp3",NA,NA,NA,"yes","f","f",1,0.7726,"kein","text_kein_e",1,9
198,18,"männlich","Deutsch",NA,121,157,"filler","affirmative","Tresor","Dort ist ein Tresor.","Negated Entity",0.75,"Tresor","Restror","non-word","Tresor_affirmative.mp3",NA,NA,NA,"yes","f","f",1,0.7877,"kein","text_kein_e",1,9
198,18,"männlich","Deutsch",NA,122,40,"experimental","negative","Gedicht","Dort ist kein Gedicht.","Negated Entity",0.75,"Gedicht","Gedicht","word","Gedicht_negative.mp3",2.398,7,3,"yes","j","j",1,1.4346,"kein","text_kein_e",1,9
198,18,"männlich","Deutsch",NA,123,33,"experimental","negative","Brötchen","Dort ist kein Brötchen.","Unrelated",0.75,"Ziege","Ziege","word","Broetchen_negative.mp3",2.276,5,3,"no","j","j",1,1.6929,"mute","",NA,9
198,18,"männlich","Deutsch",NA,124,35,"experimental","negative","Schlange","Dort ist keine Schlange.","Unrelated",0.75,"Heizung","Heizung","word","Schlange_negative.mp3",2.013,7,3,"no","j","j",1,0.654,"mute","",NA,9
198,18,"männlich","Deutsch",NA,125,28,"experimental","negative","Tee","Dort ist kein Tee.","Negated Entity",0,"Tee","Tee","word","Tee_negative.mp3",3.176,3,3,"no","j","j",1,0.4663,"mute","",NA,9
198,18,"männlich","Deutsch",NA,126,6,"experimental","negative","Tor","Dort ist kein Tor.","Worse Alternative",0.75,"Burg","Burg","word","Tor_negative.mp3",2.403,4,3,"yes","j","j",1,0.5567,"kein","text_kein_e",1,9
198,18,"männlich","Deutsch",NA,127,146,"filler","affirmative","Geige","Dort ist eine Geige.","Good Alternative",0,"Cello","Lecoll","non-word","Geige_affirmative.mp3",NA,NA,NA,"no","f","f",1,0.9654,"mute","",NA,9
198,18,"männlich","Deutsch",NA,128,16,"experimental","negative","Kiefer","Dort ist keine Kiefer.","Negated Entity",0,"Kiefer","Kiefer","word","Kiefer_negative.mp3",2.17,6,3,"yes","j","j",1,0.6219,"ein","text_ein_e",1,9
198,18,"männlich","Deutsch",NA,129,13,"experimental","negative","Hut","Dort ist kein Hut.","Negated Entity",0,"Hut","Hut","word","Hut_negative.mp3",3.067,3,3,"no","j","j",1,0.652,"mute","",NA,9
198,18,"männlich","Deutsch",NA,130,114,"filler","negative","Sessel","Dort ist kein Sessel.","Good Alternative",0,"Couch","Chaut","non-word","Sessel_negative.mp3",NA,NA,NA,"no","f","j",0,1.5883,"mute","",NA,9
198,18,"männlich","Deutsch",NA,131,91,"filler","negative","Steak","Dort ist kein Steak.","Worse Alternative",0.75,"Rind","Renf","non-word","Steak_negative.mp3",NA,NA,NA,"no","f","f",1,0.7148,"mute","",NA,9
198,18,"männlich","Deutsch",NA,132,48,"experimental","negative","Energie","Dort ist keine Energie.","Worse Alternative",0,"Batterie","Batterie","word","Energie_negative.mp3",2.243,8,3,"no","j","j",1,0.6397,"mute","",NA,9
198,18,"männlich","Deutsch",NA,133,1,"experimental","negative","Alligator","Dort ist kein Alligator.","Negated Entity",0,"Alligator","Alligator","word","Alligator_negative.mp3",1.763,9,3,"no","j","j",1,0.4931,"mute","",NA,9
198,18,"männlich","Deutsch",NA,134,112,"filler","negative","Team","Dort ist kein Team.","Unrelated",0,"Programm","Protam","non-word","Team_negative.mp3",NA,NA,NA,"no","f","f",1,0.7316,"mute","",NA,9
198,18,"männlich","Deutsch",NA,135,150,"filler","affirmative","Schimpanse","Dort ist ein Schimpanse.","Good Alternative",0,"Gorilla","Logalla","non-word","Schimpanse_affirmative.mp3",NA,NA,NA,"yes","f","f",1,0.6276,"ein","text_ein_e",1,9
198,18,"männlich","Deutsch",NA,136,60,"experimental","negative","Würfel","Dort ist kein Würfel.","Unrelated",0,"Aldi","Aldi","word","Wuerfel_negative.mp3",0.954,4,3,"no","j","f",0,1.1323,"mute","",NA,9
198,18,"männlich","Deutsch",NA,137,37,"experimental","negative","Kerze","Dort ist keine Kerze.","Negated Entity",0.75,"Kerze","Kerze","word","Kerze_negative.mp3",2.238,5,3,"no","j","j",1,0.6507,"mute","",NA,9
198,18,"männlich","Deutsch",NA,138,139,"filler","affirmative","Ärmel","Dort ist ein Ärmel.","Worse Alternative",0,"T-Shirt","T-Shirt","word","Aermel_affirmative.mp3",NA,NA,NA,"no","j","j",1,0.5394,"mute","",NA,9
198,18,"männlich","Deutsch",NA,139,15,"experimental","negative","Duschgel","Dort ist kein Duschgel.","Unrelated",0,"Katze","Katze","word","Duschgel_negative.mp3",3.046,5,3,"no","j","j",1,0.885,"mute","",NA,9
198,18,"männlich","Deutsch",NA,140,94,"filler","negative","Haut","Dort ist keine Haut.","Good Alternative",0.75,"Knochen","Knöcks","non-word","Haut_negative.mp3",NA,NA,NA,"no","f","f",1,1.4903,"mute","",NA,9
198,18,"männlich","Deutsch",NA,141,27,"experimental","negative","Rucksack","Dort ist kein Rucksack.","Good Alternative",0.75,"Tasche","Tasche","word","Rucksack_negative.mp3",3.247,6,3,"yes","j","j",1,1.452,"ein","text_ein_e",1,9
198,18,"männlich","Deutsch",NA,142,102,"filler","negative","Junge","Dort ist kein Junge.","Good Alternative",0,"Mädchen","Mölches","non-word","Junge_negative.mp3",NA,NA,NA,"no","f","f",1,1.0173,"mute","",NA,9
198,18,"männlich","Deutsch",NA,143,75,"filler","negative","Pinguin","Dort ist kein Pinguin.","Worse Alternative",0,"Eis","Eik","non-word","Pinguin_negative.mp3",NA,NA,NA,"no","f","f",1,0.8729,"mute","",NA,9
198,18,"männlich","Deutsch",NA,144,58,"experimental","negative","Knöchel","Dort ist kein Knöchel.","Worse Alternative",0.75,"Fuß","Fuß","word","Knoechel_negative.mp3",3.224,3,3,"no","j","j",1,0.62,"mute","",NA,9
198,18,"männlich","Deutsch",NA,145,133,"filler","affirmative","Licht","Dort ist ein Licht.","Negated Entity",0,"Licht","Licht","word","Licht_affirmative.mp3",NA,NA,NA,"no","j","j",1,0.5657,"mute","",NA,9
198,18,"männlich","Deutsch",NA,146,147,"filler","affirmative","Blattlaus","Dort ist eine Blattlaus.","Worse Alternative",0,"Wiesenklee","Senklewied","non-word","Blattlaus_affirmative.mp3",NA,NA,NA,"no","f","f",1,0.8527,"mute","",NA,9
198,18,"männlich","Deutsch",NA,147,39,"experimental","negative","Bart","Dort ist kein Bart.","Worse Alternative",0,"Mann","Mann","word","Bart_negative.mp3",4.544,4,3,"no","j","j",1,0.8882,"mute","",NA,9
198,18,"männlich","Deutsch",NA,148,84,"filler","negative","Euro","Dort ist kein Euro.","Unrelated",0.75,"Information","Impfmutian","non-word","Euro_negative.mp3",NA,NA,NA,"yes","f","j",0,2.1547,"kein","text_kein_e",1,9
198,18,"männlich","Deutsch",NA,149,137,"filler","affirmative","Gesetz","Dort ist ein Gesetz.","Negated Entity",0.75,"Gesetz","Gesetz","word","Gesetz_affirmative.mp3",NA,NA,NA,"no","j","j",1,0.6987,"mute","",NA,9
198,18,"männlich","Deutsch",NA,150,119,"filler","negative","Kiosk","Dort ist kein Kiosk.","Worse Alternative",0,"Zeitung","Zaffung","non-word","Kiosk_negative.mp3",NA,NA,NA,"no","f","f",1,0.8384,"mute","",NA,9
198,18,"männlich","Deutsch",NA,151,124,"filler","negative","Netz","Dort ist kein Netz.","Unrelated",0,"Motor","Trono","non-word","Netz_negative.mp3",NA,NA,NA,"no","f","f",1,0.8201,"mute","",NA,9
