instruction_text,thisN,thisTrialN,thisRepN,prac_attention_resp.keys,prac_attention_resp.rt,prac_attention_resp.duration,exp_atttention_resp.keys,exp_pause_resp.keys,exp_atttention_resp.rt,exp_atttention_resp.duration,exp_pause_resp.rt,exp_pause_resp.duration,instruction_trial.thisRepN,instruction_trial.thisTrialN,instruction_trial.thisN,instruction_trial.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,thisRow.t,notes,assigned_ls_group,slider_informed_consent.response,Practice_clip_name,Practice_video_used,Practice_audio_used,Practice_modality,Practice_subtitles,Practice_attention_check,Practice_all_cut_rts,practice_trials.prac_attention_resp.keys,Practice_correct_key_required,practice_trials.prac_attention_resp.rt,practice_trials.prac_attention_resp.duration,video_used,audio_used,condition_modality,all_cut_rts,experiment_trials.exp_atttention_resp.keys,experiment_trials.exp_pause_resp.keys,correct_key_required,experiment_trials.exp_atttention_resp.rt,experiment_trials.exp_atttention_resp.duration,experiment_trials.exp_pause_resp.rt,experiment_trials.exp_pause_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,56,0,56,,,,1,None,15.705315290979343,None,,,,,,,,,,,56,0,56,0,934.2429973340186,,,,,,,,,,,,,,,clips/clip_lied_15_nosub_2.mp4,audios/silence.mp3,visual,"[3.782801332999952, 7.801003083004616]",1,None,1,15.705315290979343,None,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,57,0,57,,,,None,None,,,,,,,,,,,,,57,0,57,0,958.0746396670002,,,,,,,,,,,,,,,clips/clip_wurst_33_sub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,58,0,58,,,,None,None,,,,,,,,,,,,,58,0,58,0,968.5424969590094,,,,,,,,,,,,,,,clips/clip_herz_13_sub_0.mp4,audios/silence.mp3,visual,"[6.105505707993871, 8.113633916014805]",None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,59,0,59,,,,None,space,,,19.268775333010126,None,,,,,,,,,59,0,59,0,980.5082720000064,,,,,,,,,,,,,,,clips/clip_wurst_21_sub_0.mp4,audios/silence.mp3,visual,[6.574394374008989],None,space,,,,19.268775333010126,None,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,60,0,60,,,,None,None,,,,,,,,,,,,,60,0,60,0,1011.1390808750002,,,,,,,,,,,,,,,clips/clip_holo_24_sub_2.mp4,audios/silence.mp3,visual,"[7.180994041002123, 9.898987291002413]",None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,61,0,61,,,,None,None,,,,,,,,,,,,,61,0,61,0,1021.7140784590156,,,,,,,,,,,,,,,clips/clip_hund_20_sub_0.mp4,audios/clip_hund_20_sub_0.mp3,audiovisual,[],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,62,0,62,,,,1,None,4.819913040992105,None,,,,,,,,,,,62,0,62,0,1034.0048899590038,,,,,,,,,,,,,,,clips/clip_wurst_20_nosub_0.mp4,audios/clip_wurst_20_nosub_0.mp3,audiovisual,[],1,None,1,4.819913040992105,None,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,63,0,63,,,,None,None,,,,,,,,,,,,,63,0,63,0,1049.6338781670202,,,,,,,,,,,,,,,clips/clip_wurst_34_sub_2.mp4,audios/clip_wurst_34_sub_2.mp3,audiovisual,"[4.3811343330016825, 6.753221582999686]",None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,64,0,64,,,,None,None,,,,,,,,,,,,,64,0,64,0,1058.9001219590136,,,,,,,,,,,,,,,clips/clip_herz_06_sub_2.mp4,audios/clip_herz_06_sub_2.mp3,audiovisual,"[5.069835998991039, 8.651920831995085]",None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,65,0,65,,,,None,None,,,,,,,,,,,,,65,0,65,0,1070.2821260839992,,,,,,,,,,,,,,,clips/clip_claude_06_nosub_1.mp4,audios/clip_claude_06_nosub_1.mp3,audiovisual,[4.23434716599877],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,66,0,66,,,,None,None,,,,,,,,,,,,,66,0,66,0,1083.614863291994,,,,,,,,,,,,,,,clips/clip_wurst_23_nosub_2.mp4,audios/silence.mp3,visual,"[3.6171355819969904, 7.830345832015155]",None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,67,0,67,,,,None,None,,,,,,,,,,,,,67,0,67,0,1094.9118523340148,,,,,,,,,,,,,,,clips/clip_wurst_24_nosub_1.mp4,audios/clip_wurst_24_nosub_1.mp3,audiovisual,[],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,68,0,68,,,,None,None,,,,,,,,,,,,,68,0,68,0,1107.0002739170159,,,,,,,,,,,,,,,clips/clip_herz_09_sub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,69,0,69,,,,None,None,,,,,,,,,,,,,69,0,69,0,1119.2901637920004,,,,,,,,,,,,,,,clips/clip_weißt_23_nosub_1.mp4,audios/clip_weißt_23_nosub_1.mp3,audiovisual,[8.759343875019113],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,70,0,70,,,,2,None,4.744213874015259,None,,,,,,,,,,,70,0,70,0,1131.5155090420158,,,,,,,,,,,,,,,clips/clip_wurst_22_sub_0.mp4,audios/clip_wurst_22_sub_0.mp3,audiovisual,[],2,None,2,4.744213874015259,None,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,71,0,71,,,,None,None,,,,,,,,,,,,,71,0,71,0,1148.7342251670198,,,,,,,,,,,,,,,clips/clip_lied_11_nosub_1.mp4,audios/clip_lied_11_nosub_1.mp3,audiovisual,[8.10598445800133],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,72,0,72,,,,3,None,4.280505831993651,None,,,,,,,,,,,72,0,72,0,1160.5896662920131,,,,,,,,,,,,,,,clips/clip_holo_10_nosub_1.mp4,audios/silence.mp3,visual,[6.414320873998804],3,None,3,4.280505831993651,None,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,73,0,73,,,,None,None,,,,,,,,,,,,,73,0,73,0,1175.661791999999,,,,,,,,,,,,,,,clips/clip_hund_15_sub_1.mp4,audios/silence.mp3,visual,[4.959384457004489],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,74,0,74,,,,None,None,,,,,,,,,,,,,74,0,74,0,1186.8619804590126,,,,,,,,,,,,,,,clips/clip_herz_12_nosub_0.mp4,audios/clip_herz_12_nosub_0.mp3,audiovisual,[6.1522286660037935],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,75,0,75,,,,None,None,,,,,,,,,,,,,75,0,75,0,1196.7113088339975,,,,,,,,,,,,,,,clips/clip_hund_34_nosub_1.mp4,audios/silence.mp3,visual,[],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,76,0,76,,,,None,None,,,,,,,,,,,,,76,0,76,0,1207.9195251250057,,,,,,,,,,,,,,,clips/clip_weißt_01_nosub_1.mp4,audios/silence.mp3,visual,[5.972062916000141],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,77,0,77,,,,None,None,,,,,,,,,,,,,77,0,77,0,1219.727773791994,,,,,,,,,,,,,,,clips/clip_holo_12_sub_1.mp4,audios/silence.mp3,visual,"[7.104979041003389, 9.041875916009303]",None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,78,0,78,,,,None,None,,,,,,,,,,,,,78,0,78,0,1230.5185256669938,,,,,,,,,,,,,,,clips/clip_wurst_35_nosub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,79,0,79,,,,None,None,,,,,,,,,,,,,79,0,79,0,1240.6221668750222,,,,,,,,,,,,,,,clips/clip_weißt_17_nosub_0.mp4,audios/clip_weißt_17_nosub_0.mp3,audiovisual,[],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,80,0,80,,,,4,None,6.363734665996162,None,,,,,,,,,,,80,0,80,0,1252.9296563340176,,,,,,,,,,,,,,,clips/clip_holo_23_nosub_1.mp4,audios/clip_holo_23_nosub_1.mp3,audiovisual,[],4,None,4,6.363734665996162,None,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,81,0,81,,,,None,None,,,,,,,,,,,,,81,0,81,0,1270.125235042011,,,,,,,,,,,,,,,clips/clip_weißt_20_sub_1.mp4,audios/clip_weißt_20_sub_1.mp3,audiovisual,[7.949168249993818],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,82,0,82,,,,None,None,,,,,,,,,,,,,82,0,82,0,1280.7121878339967,,,,,,,,,,,,,,,clips/clip_holo_18_nosub_0.mp4,audios/silence.mp3,visual,"[7.201438208023319, 9.063640791020589]",None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,83,0,83,,,,None,None,,,,,,,,,,,,,83,0,83,0,1293.606127792009,,,,,,,,,,,,,,,clips/clip_weißt_22_nosub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,84,0,84,,,,2,None,9.104509998986032,None,,,,,,,,,,,84,0,84,0,1305.4662918749964,,,,,,,,,,,,,,,clips/clip_herz_11_nosub_0.mp4,audios/silence.mp3,visual,[5.17574183200486],2,None,3,9.104509998986032,None,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,85,0,85,,,,None,None,,,,,,,,,,,,,85,0,85,0,1324.7041630420135,,,,,,,,,,,,,,,clips/clip_claude_11_sub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,86,0,86,,,,None,None,,,,,,,,,,,,,86,0,86,0,1335.4675921250018,,,,,,,,,,,,,,,clips/clip_claude_23_sub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,87,0,87,,,,None,None,,,,,,,,,,,,,87,0,87,0,1348.3809646670124,,,,,,,,,,,,,,,clips/clip_wurst_11_nosub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,88,0,88,,,,None,None,,,,,,,,,,,,,88,0,88,0,1361.1746360420075,,,,,,,,,,,,,,,clips/clip_holo_06_nosub_2.mp4,audios/silence.mp3,visual,"[5.11681412399048, 9.139835540991044]",None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,89,0,89,,,,None,None,,,,,,,,,,,,,89,0,89,0,1371.7379409169953,,,,,,,,,,,,,,,clips/clip_claude_19_sub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,90,0,90,,,,None,None,,,,,,,,,,,,,90,0,90,0,1382.946016834001,,,,,,,,,,,,,,,clips/clip_herz_08_nosub_0.mp4,audios/clip_herz_08_nosub_0.mp3,audiovisual,"[5.3923302910116035, 9.699293415993452]",None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,91,0,91,,,,None,None,,,,,,,,,,,,,91,0,91,0,1395.7103767500084,,,,,,,,,,,,,,,clips/clip_holo_05_sub_2.mp4,audios/clip_holo_05_sub_2.mp3,audiovisual,[8.00346087399521],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,92,0,92,,,,None,None,,,,,,,,,,,,,92,0,92,0,1405.5884409169958,,,,,,,,,,,,,,,clips/clip_weißt_12_nosub_1.mp4,audios/silence.mp3,visual,[9.602935750008328],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,93,0,93,,,,None,None,,,,,,,,,,,,,93,0,93,0,1418.3158597500005,,,,,,,,,,,,,,,clips/clip_lied_14_sub_0.mp4,audios/clip_lied_14_sub_0.mp3,audiovisual,[],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,94,0,94,,,,1,None,3.338384999020491,None,,,,,,,,,,,94,0,94,0,1428.7871875420096,,,,,,,,,,,,,,,clips/clip_weißt_04_sub_0.mp4,audios/clip_weißt_04_sub_0.mp3,audiovisual,[],1,None,1,3.338384999020491,None,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,95,0,95,,,,None,None,,,,,,,,,,,,,95,0,95,0,1442.988145292009,,,,,,,,,,,,,,,clips/clip_holo_22_nosub_1.mp4,audios/silence.mp3,visual,[9.481249166012276],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,96,0,96,,,,3,None,7.778786998998839,None,,,,,,,,,,,96,0,96,0,1452.958986084006,,,,,,,,,,,,,,,clips/clip_wurst_15_nosub_2.mp4,audios/silence.mp3,visual,[5.636089206993347],3,None,3,7.778786998998839,None,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,97,0,97,,,,None,None,,,,,,,,,,,,,97,0,97,0,1470.9913194170222,,,,,,,,,,,,,,,clips/clip_hund_29_nosub_0.mp4,audios/clip_hund_29_nosub_0.mp3,audiovisual,[10.728467874985654],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,98,0,98,,,,None,None,,,,,,,,,,,,,98,0,98,0,1483.1631526669953,,,,,,,,,,,,,,,clips/clip_hund_07_sub_1.mp4,audios/silence.mp3,visual,[6.704822082014289],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,99,0,99,,,,1,None,7.688740540994331,None,,,,,,,,,,,99,0,99,0,1495.5628000000142,,,,,,,,,,,,,,,clips/clip_holo_04_sub_2.mp4,audios/silence.mp3,visual,[7.707938791019842],1,None,1,7.688740540994331,None,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,100,0,100,,,,None,None,,,,,,,,,,,,,100,0,100,0,1516.1248677500116,,,,,,,,,,,,,,,clips/clip_claude_20_sub_1.mp4,audios/clip_claude_20_sub_1.mp3,audiovisual,[6.6463523319980595],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,101,0,101,,,,None,None,,,,,,,,,,,,,101,0,101,0,1528.8804673750128,,,,,,,,,,,,,,,clips/clip_weißt_28_nosub_1.mp4,audios/clip_weißt_28_nosub_1.mp3,audiovisual,"[2.18405187499593, 6.762510250002379]",None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,102,0,102,,,,3,None,4.692516083014198,None,,,,,,,,,,,102,0,102,0,1539.7311870840203,,,,,,,,,,,,,,,clips/clip_dampf_06_nosub_2.mp4,audios/clip_dampf_06_nosub_2.mp3,audiovisual,[],3,None,3,4.692516083014198,None,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,103,0,103,,,,None,None,,,,,,,,,,,,,103,0,103,0,1554.2578619169944,,,,,,,,,,,,,,,clips/clip_lied_03_nosub_1.mp4,audios/clip_lied_03_nosub_1.mp3,audiovisual,[4.484249000001],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,104,0,104,,,,None,None,,,,,,,,,,,,,104,0,104,0,1565.5588818340038,,,,,,,,,,,,,,,clips/clip_wurst_05_sub_0.mp4,audios/clip_wurst_05_sub_0.mp3,audiovisual,[],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,105,0,105,,,,None,None,,,,,,,,,,,,,105,0,105,0,1575.0018431250064,,,,,,,,,,,,,,,clips/clip_herz_01_sub_1.mp4,audios/silence.mp3,visual,[6.77496362500824],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,106,0,106,,,,None,None,,,,,,,,,,,,,106,0,106,0,1586.3615398750117,,,,,,,,,,,,,,,clips/clip_wurst_08_sub_1.mp4,audios/silence.mp3,visual,[5.634032875008415],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,107,0,107,,,,None,None,,,,,,,,,,,,,107,0,107,0,1595.6681364170217,,,,,,,,,,,,,,,clips/clip_holo_07_nosub_0.mp4,audios/clip_holo_07_nosub_0.mp3,audiovisual,[],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,108,0,108,,,,None,None,,,,,,,,,,,,,108,0,108,0,1605.8450290000183,,,,,,,,,,,,,,,clips/clip_hund_01_sub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,109,0,109,,,,None,None,,,,,,,,,,,,,109,0,109,0,1617.383880709007,,,,,,,,,,,,,,,clips/clip_lied_02_nosub_2.mp4,audios/silence.mp3,visual,"[4.3377117500058375, 11.197813416016288]",None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,110,0,110,,,,None,None,,,,,,,,,,,,,110,0,110,0,1629.180341875006,,,,,,,,,,,,,,,clips/clip_wurst_27_nosub_1.mp4,audios/silence.mp3,visual,[6.050616583001101],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,111,0,111,,,,None,None,,,,,,,,,,,,,111,0,111,0,1640.1380020840152,,,,,,,,,,,,,,,clips/clip_lied_19_nosub_1.mp4,audios/silence.mp3,visual,[],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,112,0,112,,,,None,None,,,,,,,,,,,,,112,0,112,0,1651.6167404589942,,,,,,,,,,,,,,,clips/clip_holo_26_sub_2.mp4,audios/clip_holo_26_sub_2.mp3,audiovisual,"[6.691065457998775, 8.412857875024201]",None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,113,0,113,,,,None,None,,,,,,,,,,,,,113,0,113,0,1661.5989490420034,,,,,,,,,,,,,,,clips/clip_lied_06_nosub_1.mp4,audios/silence.mp3,visual,[],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,114,0,114,,,,2,None,14.092618332011625,None,,,,,,,,,,,114,0,114,0,1674.9880910420034,,,,,,,,,,,,,,,clips/clip_lied_09_sub_1.mp4,audios/clip_lied_09_sub_1.mp3,audiovisual,[],2,None,2,14.092618332011625,None,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,115,0,115,,,,None,None,,,,,,,,,,,,,115,0,115,0,1700.3016390840057,,,,,,,,,,,,,,,clips/clip_wurst_01_nosub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,116,0,116,,,,None,None,,,,,,,,,,,,,116,0,116,0,1710.9875019169995,,,,,,,,,,,,,,,clips/clip_wurst_25_sub_1.mp4,audios/silence.mp3,visual,[],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,117,0,117,,,,None,None,,,,,,,,,,,,,117,0,117,0,1723.0400698750163,,,,,,,,,,,,,,,clips/clip_lied_20_nosub_2.mp4,audios/clip_lied_20_nosub_2.mp3,audiovisual,"[5.148943915992277, 8.332966623973334]",None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,118,0,118,,,,None,None,,,,,,,,,,,,,118,0,118,0,1734.5143170420197,,,,,,,,,,,,,,,clips/clip_weißt_03_sub_0.mp4,audios/silence.mp3,visual,"[7.328252916020574, 10.712317208002787]",None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,119,0,119,,,,None,space,,,34.12019774899818,None,,,,,,,,,119,0,119,0,1747.2996213750157,,,,,,,,,,,,,,,clips/clip_holo_16_sub_1.mp4,audios/silence.mp3,visual,[10.582438665995141],None,space,,,,34.12019774899818,None,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,120,0,120,,,,None,None,,,,,,,,,,,,,120,0,120,0,1794.2660321670119,,,,,,,,,,,,,,,clips/clip_hund_13_nosub_1.mp4,audios/silence.mp3,visual,[5.879060624021804],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,121,0,121,,,,None,None,,,,,,,,,,,,,121,0,121,0,1806.7620870840037,,,,,,,,,,,,,,,clips/clip_hund_08_sub_1.mp4,audios/clip_hund_08_sub_1.mp3,audiovisual,[],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,122,0,122,,,,None,None,,,,,,,,,,,,,122,0,122,0,1817.5498722500051,,,,,,,,,,,,,,,clips/clip_claude_26_nosub_0.mp4,audios/clip_claude_26_nosub_0.mp3,audiovisual,[4.417589707998559],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,123,0,123,,,,None,None,,,,,,,,,,,,,123,0,123,0,1829.2497385840106,,,,,,,,,,,,,,,clips/clip_holo_17_sub_0.mp4,audios/clip_holo_17_sub_0.mp3,audiovisual,[],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,124,0,124,,,,None,None,,,,,,,,,,,,,124,0,124,0,1839.8208774590166,,,,,,,,,,,,,,,clips/clip_claude_27_sub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,125,0,125,,,,None,None,,,,,,,,,,,,,125,0,125,0,1852.6235234170163,,,,,,,,,,,,,,,clips/clip_lied_17_sub_2.mp4,audios/silence.mp3,visual,[7.868929541000398],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,126,0,126,,,,None,None,,,,,,,,,,,,,126,0,126,0,1863.433125459007,,,,,,,,,,,,,,,clips/clip_wurst_28_nosub_1.mp4,audios/clip_wurst_28_nosub_1.mp3,audiovisual,[],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,127,0,127,,,,None,None,,,,,,,,,,,,,127,0,127,0,1874.5220919169951,,,,,,,,,,,,,,,clips/clip_dampf_03_sub_1.mp4,audios/silence.mp3,visual,"[4.660437915998045, 7.7735749160056]",None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,128,0,128,,,,None,None,,,,,,,,,,,,,128,0,128,0,1882.92432762502,,,,,,,,,,,,,,,clips/clip_claude_13_nosub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,129,0,129,,,,None,None,,,,,,,,,,,,,129,0,129,0,1892.9176738340175,,,,,,,,,,,,,,,clips/clip_herz_04_nosub_0.mp4,audios/clip_herz_04_nosub_0.mp3,audiovisual,[8.013929416018073],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,130,0,130,,,,None,None,,,,,,,,,,,,,130,0,130,0,1904.7236403340066,,,,,,,,,,,,,,,clips/clip_holo_01_sub_1.mp4,audios/clip_holo_01_sub_1.mp3,audiovisual,[5.0008331240096595],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
