instruction_text,thisN,thisTrialN,thisRepN,prac_attention_resp.keys,prac_attention_resp.rt,prac_attention_resp.duration,exp_atttention_resp.keys,exp_pause_resp.keys,exp_atttention_resp.rt,exp_atttention_resp.duration,exp_pause_resp.rt,exp_pause_resp.duration,instruction_trial.thisRepN,instruction_trial.thisTrialN,instruction_trial.thisN,instruction_trial.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,thisRow.t,notes,assigned_ls_group,slider_informed_consent.response,Practice_clip_name,Practice_video_used,Practice_audio_used,Practice_modality,Practice_subtitles,Practice_attention_check,Practice_all_cut_rts,Practice_correct_key_required,practice_trials.prac_attention_resp.keys,practice_trials.prac_attention_resp.rt,practice_trials.prac_attention_resp.duration,video_used,audio_used,condition_modality,all_cut_rts,experiment_trials.exp_atttention_resp.keys,experiment_trials.exp_pause_resp.keys,correct_key_required,experiment_trials.exp_atttention_resp.rt,experiment_trials.exp_atttention_resp.duration,experiment_trials.exp_pause_resp.rt,experiment_trials.exp_pause_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,56,0,56,,,,4,None,2.925359249988105,None,,,,,,,,,,,56,0,56,0,951.2341709579923,,,,,,,,,,,,,,,clips/clip_herz_01_sub_1.mp4,audios/silence.mp3,visual,[6.368913374986732],4,None,4,2.925359249988105,None,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,57,0,57,,,,None,None,,,,,,,,,,,,,57,0,57,0,965.5635090419964,,,,,,,,,,,,,,,clips/clip_claude_18_nosub_0.mp4,audios/clip_claude_18_nosub_0.mp3,audiovisual,[],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,58,0,58,,,,None,None,,,,,,,,,,,,,58,0,58,0,975.3696967499855,,,,,,,,,,,,,,,clips/clip_hund_09_nosub_2.mp4,audios/silence.mp3,visual,"[6.029448916000547, 10.420427957986249]",None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,59,0,59,,,,None,space,,,1.99727916700067,None,,,,,,,,,59,0,59,0,987.6951191249827,,,,,,,,,,,,,,,clips/clip_herz_15_nosub_0.mp4,audios/silence.mp3,visual,"[3.173046666983282, 7.779635166982189]",None,space,,,,1.99727916700067,None,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,60,0,60,,,,3,None,2.2384760419954546,None,,,,,,,,,,,60,0,60,0,1002.5055984579958,,,,,,,,,,,,,,,clips/clip_weißt_01_nosub_1.mp4,audios/silence.mp3,visual,[6.07280887500383],3,None,3,2.2384760419954546,None,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,61,0,61,,,,4,None,3.428290042007575,None,,,,,,,,,,,61,0,61,0,1016.5698675829917,,,,,,,,,,,,,,,clips/clip_claude_02_nosub_1.mp4,audios/clip_claude_02_nosub_1.mp3,audiovisual,[5.649487124988809],4,None,4,3.428290042007575,None,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,62,0,62,,,,None,None,,,,,,,,,,,,,62,0,62,0,1030.5949794169865,,,,,,,,,,,,,,,clips/clip_claude_23_sub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,63,0,63,,,,None,None,,,,,,,,,,,,,63,0,63,0,1043.5048533329973,,,,,,,,,,,,,,,clips/clip_claude_14_nosub_0.mp4,audios/clip_claude_14_nosub_0.mp3,audiovisual,[8.787742290995084],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,64,0,64,,,,None,None,,,,,,,,,,,,,64,0,64,0,1055.5391926249722,,,,,,,,,,,,,,,clips/clip_wurst_20_nosub_0.mp4,audios/clip_wurst_20_nosub_0.mp3,audiovisual,[],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,65,0,65,,,,None,None,,,,,,,,,,,,,65,0,65,0,1066.3203238329734,,,,,,,,,,,,,,,clips/clip_weißt_12_nosub_1.mp4,audios/silence.mp3,visual,[8.959927499992773],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,66,0,66,,,,None,None,,,,,,,,,,,,,66,0,66,0,1078.9991705829743,,,,,,,,,,,,,,,clips/clip_claude_09_nosub_2.mp4,audios/silence.mp3,visual,"[3.9336237080278806, 8.647337291011354]",None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,67,0,67,,,,None,None,,,,,,,,,,,,,67,0,67,0,1089.9953168749926,,,,,,,,,,,,,,,clips/clip_herz_13_sub_0.mp4,audios/silence.mp3,visual,[7.74220766601502],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,68,0,68,,,,3,None,2.9059325830021407,None,,,,,,,,,,,68,0,68,0,1101.9567364579998,,,,,,,,,,,,,,,clips/clip_weißt_06_nosub_0.mp4,audios/silence.mp3,visual,[5.779659207997611],3,None,3,2.9059325830021407,None,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,69,0,69,,,,None,None,,,,,,,,,,,,,69,0,69,0,1115.9783089169941,,,,,,,,,,,,,,,clips/clip_claude_07_sub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,70,0,70,,,,3,None,4.454117207991658,None,,,,,,,,,,,70,0,70,0,1126.7733609999996,,,,,,,,,,,,,,,clips/clip_wurst_26_sub_1.mp4,audios/clip_wurst_26_sub_1.mp3,audiovisual,[10.163346832996467],3,None,3,4.454117207991658,None,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,71,0,71,,,,None,None,,,,,,,,,,,,,71,0,71,0,1144.044619082997,,,,,,,,,,,,,,,clips/clip_hund_03_sub_1.mp4,audios/clip_hund_03_sub_1.mp3,audiovisual,[6.504738415998872],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,72,0,72,,,,None,None,,,,,,,,,,,,,72,0,72,0,1156.6593019169813,,,,,,,,,,,,,,,clips/clip_herz_06_sub_2.mp4,audios/clip_herz_06_sub_2.mp3,audiovisual,[1.0414256660151295],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,73,0,73,,,,None,None,,,,,,,,,,,,,73,0,73,0,1168.013618582976,,,,,,,,,,,,,,,clips/clip_lied_07_nosub_1.mp4,audios/clip_lied_07_nosub_1.mp3,audiovisual,[4.421208999992814],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,74,0,74,,,,None,None,,,,,,,,,,,,,74,0,74,0,1177.8001266249921,,,,,,,,,,,,,,,clips/clip_lied_16_nosub_2.mp4,audios/clip_lied_16_nosub_2.mp3,audiovisual,"[3.99968183398596, 6.682647667010315]",None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,75,0,75,,,,2,None,2.897965457988903,None,,,,,,,,,,,75,0,75,0,1189.1815230419743,,,,,,,,,,,,,,,clips/clip_weißt_28_nosub_1.mp4,audios/clip_weißt_28_nosub_1.mp3,audiovisual,"[1.9656101249856874, 6.881610082986299]",2,None,2,2.897965457988903,None,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,76,0,76,,,,None,None,,,,,,,,,,,,,76,0,76,0,1202.9545069579908,,,,,,,,,,,,,,,clips/clip_hund_24_sub_1.mp4,audios/clip_hund_24_sub_1.mp3,audiovisual,[8.036127750005107],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,77,0,77,,,,None,None,,,,,,,,,,,,,77,0,77,0,1215.6944147920003,,,,,,,,,,,,,,,clips/clip_claude_27_sub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,78,0,78,,,,None,None,,,,,,,,,,,,,78,0,78,0,1228.4963619999762,,,,,,,,,,,,,,,clips/clip_weißt_03_sub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,79,0,79,,,,None,None,,,,,,,,,,,,,79,0,79,0,1241.2998511249898,,,,,,,,,,,,,,,clips/clip_weißt_26_sub_1.mp4,audios/clip_weißt_26_sub_1.mp3,audiovisual,[9.289376041997457],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,80,0,80,,,,None,None,,,,,,,,,,,,,80,0,80,0,1252.2890462499927,,,,,,,,,,,,,,,clips/clip_claude_04_sub_2.mp4,audios/clip_claude_04_sub_2.mp3,audiovisual,[8.437045458005741],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,81,0,81,,,,None,None,,,,,,,,,,,,,81,0,81,0,1262.0599655419937,,,,,,,,,,,,,,,clips/clip_herz_09_sub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,82,0,82,,,,None,None,,,,,,,,,,,,,82,0,82,0,1274.3693458749913,,,,,,,,,,,,,,,clips/clip_claude_03_sub_1.mp4,audios/silence.mp3,visual,"[5.134524208988296, 8.64658116697683]",None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,83,0,83,,,,None,None,,,,,,,,,,,,,83,0,83,0,1286.7376281670004,,,,,,,,,,,,,,,clips/clip_claude_20_sub_1.mp4,audios/clip_claude_20_sub_1.mp3,audiovisual,[6.472512874985114],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,84,0,84,,,,None,None,,,,,,,,,,,,,84,0,84,0,1299.4981679579942,,,,,,,,,,,,,,,clips/clip_wurst_29_sub_1.mp4,audios/silence.mp3,visual,[],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,85,0,85,,,,1,None,3.5773457500035875,None,,,,,,,,,,,85,0,85,0,1312.2976979579835,,,,,,,,,,,,,,,clips/clip_wurst_36_nosub_0.mp4,audios/clip_wurst_36_nosub_0.mp3,audiovisual,[],1,None,1,3.5773457500035875,None,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,86,0,86,,,,None,None,,,,,,,,,,,,,86,0,86,0,1326.5399028749962,,,,,,,,,,,,,,,clips/clip_wurst_19_nosub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,87,0,87,,,,None,None,,,,,,,,,,,,,87,0,87,0,1338.339882374974,,,,,,,,,,,,,,,clips/clip_hund_35_nosub_0.mp4,audios/clip_hund_35_nosub_0.mp3,audiovisual,[],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,88,0,88,,,,None,None,,,,,,,,,,,,,88,0,88,0,1349.5521222499956,,,,,,,,,,,,,,,clips/clip_claude_19_sub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,89,0,89,,,,None,None,,,,,,,,,,,,,89,0,89,0,1360.7375112919835,,,,,,,,,,,,,,,clips/clip_wurst_35_nosub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,90,0,90,,,,None,None,,,,,,,,,,,,,90,0,90,0,1370.8196008749946,,,,,,,,,,,,,,,clips/clip_holo_23_nosub_1.mp4,audios/clip_holo_23_nosub_1.mp3,audiovisual,[],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,91,0,91,,,,None,None,,,,,,,,,,,,,91,0,91,0,1381.667830957973,,,,,,,,,,,,,,,clips/clip_hund_05_nosub_0.mp4,audios/clip_hund_05_nosub_0.mp3,audiovisual,[4.036689375003334],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,92,0,92,,,,None,None,,,,,,,,,,,,,92,0,92,0,1393.438985707995,,,,,,,,,,,,,,,clips/clip_claude_05_nosub_2.mp4,audios/silence.mp3,visual,[4.41777633401216],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,93,0,93,,,,None,None,,,,,,,,,,,,,93,0,93,0,1405.5488383749907,,,,,,,,,,,,,,,clips/clip_lied_20_nosub_2.mp4,audios/clip_lied_20_nosub_2.mp3,audiovisual,"[3.6709124160115607, 9.35685912502231]",None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,94,0,94,,,,None,None,,,,,,,,,,,,,94,0,94,0,1416.9981774579792,,,,,,,,,,,,,,,clips/clip_herz_17_sub_0.mp4,audios/silence.mp3,visual,[5.571806207997724],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,95,0,95,,,,None,None,,,,,,,,,,,,,95,0,95,0,1425.946698041982,,,,,,,,,,,,,,,clips/clip_wurst_33_sub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,96,0,96,,,,None,None,,,,,,,,,,,,,96,0,96,0,1436.4656103749876,,,,,,,,,,,,,,,clips/clip_weißt_22_nosub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,97,0,97,,,,None,None,,,,,,,,,,,,,97,0,97,0,1448.3477742919931,,,,,,,,,,,,,,,clips/clip_lied_02_nosub_2.mp4,audios/silence.mp3,visual,"[4.503841500001727, 9.47655254098936]",None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,98,0,98,,,,None,None,,,,,,,,,,,,,98,0,98,0,1460.1372610830003,,,,,,,,,,,,,,,clips/clip_claude_16_sub_1.mp4,audios/clip_claude_16_sub_1.mp3,audiovisual,[8.758444208011497],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,99,0,99,,,,2,None,4.946376666979631,None,,,,,,,,,,,99,0,99,0,1472.0930746669765,,,,,,,,,,,,,,,clips/clip_herz_05_sub_0.mp4,audios/silence.mp3,visual,[5.870246625010623],2,None,2,4.946376666979631,None,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,100,0,100,,,,None,None,,,,,,,,,,,,,100,0,100,0,1488.213277791976,,,,,,,,,,,,,,,clips/clip_wurst_04_sub_2.mp4,audios/silence.mp3,visual,"[4.19842229099595, 7.79034079099074]",None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,101,0,101,,,,None,None,,,,,,,,,,,,,101,0,101,0,1500.6015857919992,,,,,,,,,,,,,,,clips/clip_hund_14_nosub_2.mp4,audios/clip_hund_14_nosub_2.mp3,audiovisual,[6.01835716702044],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,102,0,102,,,,None,None,,,,,,,,,,,,,102,0,102,0,1511.2852353329945,,,,,,,,,,,,,,,clips/clip_holo_13_sub_1.mp4,audios/clip_holo_13_sub_1.mp3,audiovisual,[4.216216000000713],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,103,0,103,,,,None,None,,,,,,,,,,,,,103,0,103,0,1523.8817807079758,,,,,,,,,,,,,,,clips/clip_weißt_19_sub_1.mp4,audios/silence.mp3,visual,[],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,104,0,104,,,,None,None,,,,,,,,,,,,,104,0,104,0,1534.6951079579885,,,,,,,,,,,,,,,clips/clip_wurst_24_nosub_1.mp4,audios/clip_wurst_24_nosub_1.mp3,audiovisual,[],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,105,0,105,,,,1,None,3.1846588749904186,None,,,,,,,,,,,105,0,105,0,1546.770607457991,,,,,,,,,,,,,,,clips/clip_lied_12_sub_0.mp4,audios/silence.mp3,visual,[],1,None,1,3.1846588749904186,None,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,106,0,106,,,,None,None,,,,,,,,,,,,,106,0,106,0,1559.7969291249756,,,,,,,,,,,,,,,clips/clip_hund_21_nosub_1.mp4,audios/silence.mp3,visual,[],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,107,0,107,,,,None,None,,,,,,,,,,,,,107,0,107,0,1570.5738639169722,,,,,,,,,,,,,,,clips/clip_wurst_01_nosub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,108,0,108,,,,None,None,,,,,,,,,,,,,108,0,108,0,1581.2934889169992,,,,,,,,,,,,,,,clips/clip_wurst_22_sub_0.mp4,audios/clip_wurst_22_sub_0.mp3,audiovisual,[],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,109,0,109,,,,3,None,3.342794625001261,None,,,,,,,,,,,109,0,109,0,1593.7419344169903,,,,,,,,,,,,,,,clips/clip_lied_10_nosub_1.mp4,audios/silence.mp3,visual,"[0.2993262080126442, 4.266232708003372]",3,None,3,3.342794625001261,None,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,110,0,110,,,,None,None,,,,,,,,,,,,,110,0,110,0,1609.425022166979,,,,,,,,,,,,,,,clips/clip_wurst_15_nosub_2.mp4,audios/silence.mp3,visual,"[5.2643402500252705, 7.692192957998486]",None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,111,0,111,,,,None,None,,,,,,,,,,,,,111,0,111,0,1619.639587166981,,,,,,,,,,,,,,,clips/clip_claude_06_nosub_1.mp4,audios/clip_claude_06_nosub_1.mp3,audiovisual,[3.939648625004338],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,112,0,112,,,,None,None,,,,,,,,,,,,,112,0,112,0,1632.983544082992,,,,,,,,,,,,,,,clips/clip_wurst_16_nosub_0.mp4,audios/clip_wurst_16_nosub_0.mp3,audiovisual,[],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,113,0,113,,,,None,None,,,,,,,,,,,,,113,0,113,0,1643.7650495829876,,,,,,,,,,,,,,,clips/clip_dampf_04_sub_1.mp4,audios/clip_dampf_04_sub_1.mp3,audiovisual,[4.976619707973441],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,114,0,114,,,,None,None,,,,,,,,,,,,,114,0,114,0,1654.1621406669728,,,,,,,,,,,,,,,clips/clip_claude_24_sub_1.mp4,audios/clip_claude_24_sub_1.mp3,audiovisual,[6.057666000007885],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,115,0,115,,,,None,None,,,,,,,,,,,,,115,0,115,0,1661.1061053749872,,,,,,,,,,,,,,,clips/clip_claude_25_nosub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,116,0,116,,,,None,None,,,,,,,,,,,,,116,0,116,0,1672.1008944579808,,,,,,,,,,,,,,,clips/clip_claude_08_sub_0.mp4,audios/clip_claude_08_sub_0.mp3,audiovisual,[],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,117,0,117,,,,None,None,,,,,,,,,,,,,117,0,117,0,1682.4797090829816,,,,,,,,,,,,,,,clips/clip_lied_21_sub_2.mp4,audios/silence.mp3,visual,"[4.968742541997926, 10.58159537499887]",None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,118,0,118,,,,3,None,2.377490042010322,None,,,,,,,,,,,118,0,118,0,1694.7464809579833,,,,,,,,,,,,,,,clips/clip_hund_27_nosub_1.mp4,audios/silence.mp3,visual,"[4.50295962500968, 7.537902874988504]",3,None,3,2.377490042010322,None,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,119,0,119,,,,None,space,,,38.081062167009804,None,,,,,,,,,119,0,119,0,1708.1606297919934,,,,,,,,,,,,,,,clips/clip_hund_01_sub_0.mp4,audios/silence.mp3,visual,[],None,space,,,,38.081062167009804,None,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,120,0,120,,,,None,None,,,,,,,,,,,,,120,0,120,0,1757.8700541669969,,,,,,,,,,,,,,,clips/clip_wurst_11_nosub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,121,0,121,,,,None,None,,,,,,,,,,,,,121,0,121,0,1770.6001169169904,,,,,,,,,,,,,,,clips/clip_wurst_21_sub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,122,0,122,,,,None,None,,,,,,,,,,,,,122,0,122,0,1781.9083198749868,,,,,,,,,,,,,,,clips/clip_wurst_03_nosub_1.mp4,audios/clip_wurst_03_nosub_1.mp3,audiovisual,[4.409294708981179],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,123,0,123,,,,None,None,,,,,,,,,,,,,123,0,123,0,1794.5996252919722,,,,,,,,,,,,,,,clips/clip_lied_03_nosub_1.mp4,audios/clip_lied_03_nosub_1.mp3,audiovisual,[4.370787874999223],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,124,0,124,,,,1,None,12.827958542009583,None,,,,,,,,,,,124,0,124,0,1805.8585536249739,,,,,,,,,,,,,,,clips/clip_wurst_27_nosub_1.mp4,audios/silence.mp3,visual,[5.8928562910004985],1,None,1,12.827958542009583,None,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,125,0,125,,,,None,None,,,,,,,,,,,,,125,0,125,0,1829.7365512919787,,,,,,,,,,,,,,,clips/clip_claude_26_nosub_0.mp4,audios/clip_claude_26_nosub_0.mp3,audiovisual,[4.225312833004864],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,126,0,126,,,,None,None,,,,,,,,,,,,,126,0,126,0,1841.3857568749809,,,,,,,,,,,,,,,clips/clip_hund_13_nosub_1.mp4,audios/silence.mp3,visual,[5.79120174999116],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,127,0,127,,,,None,None,,,,,,,,,,,,,127,0,127,0,1853.9223766669747,,,,,,,,,,,,,,,clips/clip_holo_05_sub_2.mp4,audios/clip_holo_05_sub_2.mp3,audiovisual,[7.0238087920006365],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,128,0,128,,,,None,None,,,,,,,,,,,,,128,0,128,0,1863.8181576249772,,,,,,,,,,,,,,,clips/clip_wurst_34_sub_2.mp4,audios/clip_wurst_34_sub_2.mp3,audiovisual,"[4.173310209007468, 7.917463374993531]",None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,129,0,129,,,,None,None,,,,,,,,,,,,,129,0,129,0,1873.1319312919804,,,,,,,,,,,,,,,clips/clip_weißt_02_nosub_0.mp4,audios/clip_weißt_02_nosub_0.mp3,audiovisual,[],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,130,0,130,,,,None,None,,,,,,,,,,,,,130,0,130,0,1883.9245299169852,,,,,,,,,,,,,,,clips/clip_claude_12_sub_0.mp4,audios/clip_claude_12_sub_0.mp3,audiovisual,[],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
