instruction_text;thisN;thisTrialN;thisRepN;prac_attention_resp.keys;prac_attention_resp.rt;prac_attention_resp.duration;exp_atttention_resp.keys;exp_pause_resp.keys;exp_atttention_resp.rt;exp_atttention_resp.duration;exp_pause_resp.rt;exp_pause_resp.duration;instruction_trial.thisRepN;instruction_trial.thisTrialN;instruction_trial.thisN;instruction_trial.thisIndex;practice_trials.thisRepN;practice_trials.thisTrialN;practice_trials.thisN;practice_trials.thisIndex;experiment_trials.thisRepN;experiment_trials.thisTrialN;experiment_trials.thisN;experiment_trials.thisIndex;thisRow.t;notes;piloting;assigned_ls_group;slider_informed_consent.response;Practice_clip_name;Practice_video_used;Practice_audio_used;Practice_modality;Practice_subtitles;Practice_attention_check;Practice_all_cut_rts;practice_trials.prac_attention_resp.keys;Practice_correct_key_required;practice_trials.prac_attention_resp.rt;practice_trials.prac_attention_resp.duration;video_used;audio_used;condition_modality;all_cut_rts;experiment_trials.exp_atttention_resp.keys;experiment_trials.exp_pause_resp.keys;correct_key_required;experiment_trials.exp_atttention_resp.rt;experiment_trials.exp_atttention_resp.duration;experiment_trials.exp_pause_resp.rt;experiment_trials.exp_pause_resp.duration;participant;session;date;expName;expVersion;psychopyVersion;frameRate;expStart
Einverständniserklärung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;106;0;106;;;;3;None;32.006.898.997.351.500;None;;;;;;;;;;;106;0;106;0;16.544.451.162.996.700;;;;;;;;;;;;;;;;clips/clip_dampf_01_nosub_0.mp4;audios/silence.mp3;visual;[];3;None;3;32.006.898.997.351.500;None;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;107;0;107;;;;None;None;;;;;;;;;;;;;107;0;107;0;16.696.308.506.997.300;;;;;;;;;;;;;;;;clips/clip_hund_03_sub_1.mp4;audios/clip_hund_03_sub_1.mp3;audiovisual;[6.858947000000626];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;108;0;108;;;;3;None;5.496.809.599.921.100;None;;;;;;;;;;;108;0;108;0;16.818.090.017.000.200;;;;;;;;;;;;;;;;clips/clip_herz_07_nosub_2.mp4;audios/silence.mp3;visual;[4.275148200336844, 10.747408000286669];3;None;3;5.496.809.599.921.100;None;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;109;0;109;;;;None;None;;;;;;;;;;;;;109;0;109;0;17.002.609.117.999.600;;;;;;;;;;;;;;;;clips/clip_wurst_35_nosub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;110;0;110;;;;None;None;;;;;;;;;;;;;110;0;110;0;17.104.286.451.996.300;;;;;;;;;;;;;;;;clips/clip_dampf_02_nosub_1.mp4;audios/clip_dampf_02_nosub_1.mp3;audiovisual;[4.833749799989164];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;111;0;111;;;;None;None;;;;;;;;;;;;;111;0;111;0;17.206.050.044.000.100;;;;;;;;;;;;;;;;clips/clip_lied_21_sub_2.mp4;audios/silence.mp3;visual;[5.322254800237715, 10.490616200026125];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;112;0;112;;;;None;None;;;;;;;;;;;;;112;0;112;0;17.330.138.140.995.900;;;;;;;;;;;;;;;;clips/clip_claude_24_sub_1.mp4;audios/clip_claude_24_sub_1.mp3;audiovisual;[];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;113;0;113;;;;None;None;;;;;;;;;;;;;113;0;113;0;17.401.217.733.998.700;;;;;;;;;;;;;;;;clips/clip_holo_23_nosub_1.mp4;audios/clip_holo_23_nosub_1.mp3;audiovisual;[];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;114;0;114;;;;None;None;;;;;;;;;;;;;114;0;114;0;17.509.545.704.997.100;;;;;;;;;;;;;;;;clips/clip_hund_17_nosub_1.mp4;audios/silence.mp3;visual;[10.150279399938881];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;115;0;115;;;;None;None;;;;;;;;;;;;;115;0;115;0;17.641.542.809.000.200;;;;;;;;;;;;;;;;clips/clip_hund_05_nosub_0.mp4;audios/clip_hund_05_nosub_0.mp3;audiovisual;[4.034698700066656];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;116;0;116;;;;None;None;;;;;;;;;;;;;116;0;116;0;17.761.518.656.997.900;;;;;;;;;;;;;;;;clips/clip_lied_03_nosub_1.mp4;audios/clip_lied_03_nosub_1.mp3;audiovisual;[4.326562200207263];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;117;0;117;;;;None;None;;;;;;;;;;;;;117;0;117;0;17.873.957.417.998.400;;;;;;;;;;;;;;;;clips/clip_holo_26_sub_2.mp4;audios/clip_holo_26_sub_2.mp3;audiovisual;[6.111493399832398, 8.187911000102758];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;118;0;118;;;;None;None;;;;;;;;;;;;;118;0;118;0;17.974.382.201.996.600;;;;;;;;;;;;;;;;clips/clip_wurst_21_sub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;119;0;119;;;;None;space;;;12.585.751.899.983.700;None;;;;;;;;;119;0;119;0;18.089.761.572.997.000;;;;;;;;;;;;;;;;clips/clip_holo_22_nosub_1.mp4;audios/silence.mp3;visual;[9.28582530003041];None;space;;;;12.585.751.899.983.700;None;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;120;0;120;;;;None;None;;;;;;;;;;;;;120;0;120;0;18.315.792.365.996.100;;;;;;;;;;;;;;;;clips/clip_hund_27_nosub_1.mp4;audios/silence.mp3;visual;[4.6461125002242625];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;121;0;121;;;;None;None;;;;;;;;;;;;;121;0;121;0;18.425.823.136.996.400;;;;;;;;;;;;;;;;clips/clip_weißt_17_nosub_0.mp4;audios/clip_weißt_17_nosub_0.mp3;audiovisual;[];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;122;0;122;;;;None;None;;;;;;;;;;;;;122;0;122;0;18.549.439.229.997.800;;;;;;;;;;;;;;;;clips/clip_herz_17_sub_0.mp4;audios/silence.mp3;visual;[5.629040200263262];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;123;0;123;;;;None;None;;;;;;;;;;;;;123;0;123;0;18.640.822.012.997.200;;;;;;;;;;;;;;;;clips/clip_wurst_31_nosub_1.mp4;audios/silence.mp3;visual;[];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;124;0;124;;;;None;None;;;;;;;;;;;;;124;0;124;0;18.759.339.112.997.900;;;;;;;;;;;;;;;;clips/clip_hund_13_nosub_1.mp4;audios/silence.mp3;visual;[5.823292000219226];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;125;0;125;;;;None;None;;;;;;;;;;;;;125;0;125;0;18.885.375.988.995.600;;;;;;;;;;;;;;;;clips/clip_weißt_28_nosub_1.mp4;audios/clip_weißt_28_nosub_1.mp3;audiovisual;[1.8870715000666678, 7.222542500123382];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;126;0;126;;;;None;None;;;;;;;;;;;;;126;0;126;0;18.994.637.459.996.100;;;;;;;;;;;;;;;;clips/clip_holo_18_nosub_0.mp4;audios/silence.mp3;visual;[6.360915000084788, 8.875219299923629];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;127;0;127;;;;None;None;;;;;;;;;;;;;127;0;127;0;1.912.126.158.799.970;;;;;;;;;;;;;;;;clips/clip_weißt_16_nosub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;128;0;128;;;;None;None;;;;;;;;;;;;;128;0;128;0;19.235.000.271.997.400;;;;;;;;;;;;;;;;clips/clip_weißt_01_nosub_1.mp4;audios/silence.mp3;visual;[0.6943793999962509, 5.965492400340736];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;129;0;129;;;;None;None;;;;;;;;;;;;;129;0;129;0;19.355.318.982.996.900;;;;;;;;;;;;;;;;clips/clip_hund_22_nosub_1.mp4;audios/clip_hund_22_nosub_1.mp3;audiovisual;[8.528229299932718];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;130;0;130;;;;1;None;33.148.213.997.483.200;None;;;;;;;;;;;130;0;130;0;19.463.488.100.999.900;;;;;;;;;;;;;;;;clips/clip_herz_16_nosub_0.mp4;audios/clip_herz_16_nosub_0.mp3;audiovisual;[];1;None;1;33.148.213.997.483.200;None;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;131;0;131;;;;None;None;;;;;;;;;;;;;131;0;131;0;19.596.277.268.999.200;;;;;;;;;;;;;;;;clips/clip_hund_09_nosub_2.mp4;audios/silence.mp3;visual;[6.064899600110948, 10.513188699726015];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;132;0;132;;;;None;None;;;;;;;;;;;;;132;0;132;0;19.719.759.274.995.800;;;;;;;;;;;;;;;;clips/clip_wurst_16_nosub_0.mp4;audios/clip_wurst_16_nosub_0.mp3;audiovisual;[];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;133;0;133;;;;None;None;;;;;;;;;;;;;133;0;133;0;19.827.574.791.000.200;;;;;;;;;;;;;;;;clips/clip_wurst_27_nosub_1.mp4;audios/silence.mp3;visual;[5.988823499996215];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;134;0;134;;;;None;None;;;;;;;;;;;;;134;0;134;0;19.938.024.770.999.300;;;;;;;;;;;;;;;;clips/clip_holo_15_nosub_0.mp4;audios/clip_holo_15_nosub_0.mp3;audiovisual;[6.222273699939251];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;135;0;135;;;;None;None;;;;;;;;;;;;;135;0;135;0;2.003.949.208.999.980;;;;;;;;;;;;;;;;clips/clip_wurst_10_sub_2.mp4;audios/clip_wurst_10_sub_2.mp3;audiovisual;[4.667144499719143, 7.054559099953622];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;136;0;136;;;;None;None;;;;;;;;;;;;;136;0;136;0;20.135.145.904.999.200;;;;;;;;;;;;;;;;clips/clip_weißt_06_nosub_0.mp4;audios/silence.mp3;visual;[5.742949099745601];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;137;0;137;;;;None;None;;;;;;;;;;;;;137;0;137;0;20.247.066.712.998.700;;;;;;;;;;;;;;;;clips/clip_hund_32_sub_1.mp4;audios/clip_hund_32_sub_1.mp3;audiovisual;[4.732645000331104, 6.687225100118667];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;138;0;138;;;;None;None;;;;;;;;;;;;;138;0;138;0;20.355.940.405.000.000;;;;;;;;;;;;;;;;clips/clip_wurst_36_nosub_0.mp4;audios/clip_wurst_36_nosub_0.mp3;audiovisual;[];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;139;0;139;;;;None;None;;;;;;;;;;;;;139;0;139;0;204.633.960.499.987;;;;;;;;;;;;;;;;clips/clip_claude_08_sub_0.mp4;audios/clip_claude_08_sub_0.mp3;audiovisual;[];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;140;0;140;;;;None;None;;;;;;;;;;;;;140;0;140;0;20.567.976.617.999.300;;;;;;;;;;;;;;;;clips/clip_wurst_17_sub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;141;0;141;;;;4;None;2.931.830.400.135.360;None;;;;;;;;;;;141;0;141;0;2.065.702.597.899.820;;;;;;;;;;;;;;;;clips/clip_hund_04_nosub_0.mp4;audios/silence.mp3;visual;[];4;None;4;2.931.830.400.135.360;None;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;142;0;142;;;;None;None;;;;;;;;;;;;;142;0;142;0;2.079.168.131.500.010;;;;;;;;;;;;;;;;clips/clip_weißt_13_nosub_0.mp4;audios/clip_weißt_13_nosub_0.mp3;audiovisual;[];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;143;0;143;;;;None;None;;;;;;;;;;;;;143;0;143;0;2.090.785.082.699.730;;;;;;;;;;;;;;;;clips/clip_claude_19_sub_0.mp4;audios/silence.mp3;visual;[0.0863278997130692];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;144;0;144;;;;None;None;;;;;;;;;;;;;144;0;144;0;210.204.282.079.963;;;;;;;;;;;;;;;;clips/clip_wurst_14_sub_1.mp4;audios/clip_wurst_14_sub_1.mp3;audiovisual;[7.868329299613833];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;145;0;145;;;;None;None;;;;;;;;;;;;;145;0;145;0;21.129.049.515.998.900;;;;;;;;;;;;;;;;clips/clip_wurst_06_nosub_2.mp4;audios/silence.mp3;visual;[2.5225367001257837, 8.17478430038318];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;146;0;146;;;;None;None;;;;;;;;;;;;;146;0;146;0;2.124.923.210.699.570;;;;;;;;;;;;;;;;clips/clip_wurst_20_nosub_0.mp4;audios/clip_wurst_20_nosub_0.mp3;audiovisual;[1.2877386999316514];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;147;0;147;;;;None;None;;;;;;;;;;;;;147;0;147;0;21.357.589.277.997.600;;;;;;;;;;;;;;;;clips/clip_herz_04_nosub_0.mp4;audios/clip_herz_04_nosub_0.mp3;audiovisual;[7.800111199729145];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;148;0;148;;;;3;None;8.856.403.999.961.910;None;;;;;;;;;;;148;0;148;0;2.147.629.265.299.990;;;;;;;;;;;;;;;;clips/clip_herz_09_sub_0.mp4;audios/silence.mp3;visual;[];3;None;4;8.856.403.999.961.910;None;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;149;0;149;;;;None;None;;;;;;;;;;;;;149;0;149;0;2.169.117.538.899.640;;;;;;;;;;;;;;;;clips/clip_claude_29_sub_0.mp4;audios/clip_claude_29_sub_0.mp3;audiovisual;[];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;150;0;150;;;;;;;;;;;;;;;;;;150;0;150;0;21.799.029.103.997.100;;;;;;;;;;;;;;;;clips/clip_holo_19_nosub_1.mp4;audios/clip_holo_19_nosub_1.mp3;audiovisual;;;;;;;;;;;;;;;;
