instruction_text;thisN;thisTrialN;thisRepN;prac_attention_resp.keys;prac_attention_resp.rt;prac_attention_resp.duration;exp_atttention_resp.keys;exp_pause_resp.keys;exp_atttention_resp.rt;exp_atttention_resp.duration;exp_pause_resp.rt;exp_pause_resp.duration;instruction_trial.thisRepN;instruction_trial.thisTrialN;instruction_trial.thisN;instruction_trial.thisIndex;practice_trials.thisRepN;practice_trials.thisTrialN;practice_trials.thisN;practice_trials.thisIndex;experiment_trials.thisRepN;experiment_trials.thisTrialN;experiment_trials.thisN;experiment_trials.thisIndex;thisRow.t;notes;piloting;assigned_ls_group;slider_informed_consent.response;Practice_clip_name;Practice_video_used;Practice_audio_used;Practice_modality;Practice_subtitles;Practice_attention_check;Practice_all_cut_rts;Practice_correct_key_required;practice_trials.prac_attention_resp.keys;practice_trials.prac_attention_resp.rt;practice_trials.prac_attention_resp.duration;video_used;audio_used;condition_modality;all_cut_rts;experiment_trials.exp_atttention_resp.keys;experiment_trials.exp_pause_resp.keys;correct_key_required;experiment_trials.exp_atttention_resp.rt;experiment_trials.exp_atttention_resp.duration;experiment_trials.exp_pause_resp.rt;experiment_trials.exp_pause_resp.duration;participant;session;date;expName;expVersion;psychopyVersion;frameRate;expStart
Einverständniserklärung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;104;0;104;;;;None;None;;;;;;;;;;;;;104;0;104;0;16.774.281.207.998.200;;;;;;;;;;;;;;;;clips/clip_holo_11_sub_2.mp4;audios/silence.mp3;visual;[5.826346300076693];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;105;0;105;;;;None;None;;;;;;;;;;;;;105;0;105;0;16.878.921.713.000.100;;;;;;;;;;;;;;;;clips/clip_lied_16_sub_2.mp4;audios/silence.mp3;visual;[5.866538400296122, 7.404049600008875];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;106;0;106;;;;1;None;4.201.350.000.221.280;None;;;;;;;;;;;106;0;106;0;16.993.274.610.000.600;;;;;;;;;;;;;;;;clips/clip_wurst_04_sub_2.mp4;audios/clip_wurst_04_sub_2.mp3;audiovisual;[5.701152199879289, 7.1318810996599495];1;None;1;4.201.350.000.221.280;None;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;107;0;107;;;;None;None;;;;;;;;;;;;;107;0;107;0;17.160.339.823.001.900;;;;;;;;;;;;;;;;clips/clip_lied_18_nosub_2.mp4;audios/silence.mp3;visual;[5.402687600348145, 7.6799912001006305];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;108;0;108;;;;None;None;;;;;;;;;;;;;108;0;108;0;1.727.544.231.500.010;;;;;;;;;;;;;;;;clips/clip_hund_21_nosub_1.mp4;audios/clip_hund_21_nosub_1.mp3;audiovisual;[6.6346660000272095];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;109;0;109;;;;None;None;;;;;;;;;;;;;109;0;109;0;17.383.914.395.999.100;;;;;;;;;;;;;;;;clips/clip_hund_20_nosub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;110;0;110;;;;None;None;;;;;;;;;;;;;110;0;110;0;1.750.786.133.099.810;;;;;;;;;;;;;;;;clips/clip_weißt_12_nosub_1.mp4;audios/clip_weißt_12_nosub_1.mp3;audiovisual;[9.280465099960566];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;111;0;111;;;;None;None;;;;;;;;;;;;;111;0;111;0;17.635.292.266.001.900;;;;;;;;;;;;;;;;clips/clip_lied_15_nosub_2.mp4;audios/clip_lied_15_nosub_2.mp3;audiovisual;[5.294283300172538, 6.857279099989682];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;112;0;112;;;;None;None;;;;;;;;;;;;;112;0;112;0;17.716.614.663.000.200;;;;;;;;;;;;;;;;clips/clip_lied_20_sub_2.mp4;audios/silence.mp3;visual;[3.8362099998630583, 8.383246299810708];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;113;0;113;;;;None;None;;;;;;;;;;;;;113;0;113;0;1.783.199.278.099.920;;;;;;;;;;;;;;;;clips/clip_lied_04_sub_0.mp4;audios/clip_lied_04_sub_0.mp3;audiovisual;[];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;114;0;114;;;;None;None;;;;;;;;;;;;;114;0;114;0;17.949.766.600.001.600;;;;;;;;;;;;;;;;clips/clip_claude_13_nosub_0.mp4;audios/clip_claude_13_nosub_0.mp3;audiovisual;[];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;115;0;115;;;;None;None;;;;;;;;;;;;;115;0;115;0;18.050.363.043.001.800;;;;;;;;;;;;;;;;clips/clip_claude_23_sub_0.mp4;audios/clip_claude_23_sub_0.mp3;audiovisual;[];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;116;0;116;;;;None;None;;;;;;;;;;;;;116;0;116;0;1.818.001.381.999.810;;;;;;;;;;;;;;;;clips/clip_hund_35_sub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;117;0;117;;;;None;None;;;;;;;;;;;;;117;0;117;0;18.292.789.063.998.400;;;;;;;;;;;;;;;;clips/clip_dampf_01_nosub_0.mp4;audios/clip_dampf_01_nosub_0.mp3;audiovisual;[];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;118;0;118;;;;None;None;;;;;;;;;;;;;118;0;118;0;18.395.511.384.001.000;;;;;;;;;;;;;;;;clips/clip_holo_04_sub_2.mp4;audios/clip_holo_04_sub_2.mp3;audiovisual;[3.1658991002477705, 7.101281799841672];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;119;0;119;;;;None;space;;;1.790.593.500.016.250;None;;;;;;;;;119;0;119;0;18.523.684.696.001;;;;;;;;;;;;;;;;clips/clip_claude_26_sub_0.mp4;audios/silence.mp3;visual;[4.109530000016093];None;space;;;;1.790.593.500.016.250;None;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;120;0;120;;;;1;None;7.592.326.399.870.210;None;;;;;;;;;;;120;0;120;0;18.821.056.940.001.400;;;;;;;;;;;;;;;;clips/clip_lied_07_sub_1.mp4;audios/silence.mp3;visual;[4.468517100438476];1;None;1;7.592.326.399.870.210;None;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;121;0;121;;;;4;None;4.373.917.799.908.660;None;;;;;;;;;;;121;0;121;0;18.995.982.812.000.400;;;;;;;;;;;;;;;;clips/clip_holo_06_nosub_2.mp4;audios/clip_holo_06_nosub_2.mp3;audiovisual;[4.981900900136679];4;None;4;4.373.917.799.908.660;None;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;122;0;122;;;;None;None;;;;;;;;;;;;;122;0;122;0;191.459.592.969.995;;;;;;;;;;;;;;;;clips/clip_dampf_02_sub_1.mp4;audios/silence.mp3;visual;[4.898869499564171];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;123;0;123;;;;None;None;;;;;;;;;;;;;123;0;123;0;19.247.360.431.998.900;;;;;;;;;;;;;;;;clips/clip_hund_04_nosub_0.mp4;audios/clip_hund_04_nosub_0.mp3;audiovisual;[];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;124;0;124;;;;2;None;423.845.179.984.346;None;;;;;;;;;;;124;0;124;0;19.350.445.177.000.900;;;;;;;;;;;;;;;;clips/clip_hund_14_sub_2.mp4;audios/silence.mp3;visual;[5.847937799990177];2;None;2;423.845.179.984.346;None;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;125;0;125;;;;None;None;;;;;;;;;;;;;125;0;125;0;19.500.814.295.001.300;;;;;;;;;;;;;;;;clips/clip_claude_12_nosub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;126;0;126;;;;4;None;4.457.299.300.003.790;None;;;;;;;;;;;126;0;126;0;19.601.010.956.000.500;;;;;;;;;;;;;;;;clips/clip_weißt_20_nosub_1.mp4;audios/silence.mp3;visual;[1.627066900022328, 7.788055600132793];4;None;4;4.457.299.300.003.790;None;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;127;0;127;;;;None;None;;;;;;;;;;;;;127;0;127;0;19.752.415.220.998.200;;;;;;;;;;;;;;;;clips/clip_weißt_07_sub_1.mp4;audios/silence.mp3;visual;[4.161613800097257];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;128;0;128;;;;None;None;;;;;;;;;;;;;128;0;128;0;1.985.792.276.499.790;;;;;;;;;;;;;;;;clips/clip_holo_10_nosub_1.mp4;audios/clip_holo_10_nosub_1.mp3;audiovisual;[0.44216329976916313, 5.854405200108886];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;129;0;129;;;;None;None;;;;;;;;;;;;;129;0;129;0;19.965.431.145.997.700;;;;;;;;;;;;;;;;clips/clip_wurst_34_nosub_2.mp4;audios/silence.mp3;visual;[4.251975799910724, 6.30590679962188];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;130;0;130;;;;None;None;;;;;;;;;;;;;130;0;130;0;20.059.042.572.001.900;;;;;;;;;;;;;;;;clips/clip_herz_17_sub_0.mp4;audios/clip_herz_17_sub_0.mp3;audiovisual;[6.072300199884921];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;131;0;131;;;;None;None;;;;;;;;;;;;;131;0;131;0;20.149.705.771.999.400;;;;;;;;;;;;;;;;clips/clip_holo_27_nosub_1.mp4;audios/clip_holo_27_nosub_1.mp3;audiovisual;[5.498068999964744];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;132;0;132;;;;None;None;;;;;;;;;;;;;132;0;132;0;20.258.947.270.000.300;;;;;;;;;;;;;;;;clips/clip_holo_02_nosub_2.mp4;audios/clip_holo_02_nosub_2.mp3;audiovisual;[4.052108500152826, 8.00566119980067];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;133;0;133;;;;None;None;;;;;;;;;;;;;133;0;133;0;20.380.199.120.999.300;;;;;;;;;;;;;;;;clips/clip_hund_32_nosub_1.mp4;audios/silence.mp3;visual;[4.933751799631864, 6.724410199560225];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;134;0;134;;;;None;None;;;;;;;;;;;;;134;0;134;0;2.048.744.538.300.200;;;;;;;;;;;;;;;;clips/clip_lied_12_sub_0.mp4;audios/clip_lied_12_sub_0.mp3;audiovisual;[];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;135;0;135;;;;None;None;;;;;;;;;;;;;135;0;135;0;20.585.443.347.999.800;;;;;;;;;;;;;;;;clips/clip_claude_27_sub_0.mp4;audios/clip_claude_27_sub_0.mp3;audiovisual;[];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;136;0;136;;;;None;None;;;;;;;;;;;;;136;0;136;0;2.071.379.592.999.810;;;;;;;;;;;;;;;;clips/clip_hund_15_sub_1.mp4;audios/clip_hund_15_sub_1.mp3;audiovisual;[4.7559871999546885];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;137;0;137;;;;None;None;;;;;;;;;;;;;137;0;137;0;20.828.452.208.000.200;;;;;;;;;;;;;;;;clips/clip_weißt_11_nosub_0.mp4;audios/silence.mp3;visual;[1.7940219002775848];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;138;0;138;;;;None;None;;;;;;;;;;;;;138;0;138;0;2.093.676.688.400.090;;;;;;;;;;;;;;;;clips/clip_hund_13_nosub_1.mp4;audios/clip_hund_13_nosub_1.mp3;audiovisual;[5.95166359981522];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;139;0;139;;;;None;None;;;;;;;;;;;;;139;0;139;0;21.062.781.306.998.800;;;;;;;;;;;;;;;;clips/clip_holo_09_nosub_2.mp4;audios/silence.mp3;visual;[];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;140;0;140;;;;None;None;;;;;;;;;;;;;140;0;140;0;21.185.224.990.998.300;;;;;;;;;;;;;;;;clips/clip_weißt_27_nosub_1.mp4;audios/clip_weißt_27_nosub_1.mp3;audiovisual;[7.981465399730951];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;141;0;141;;;;None;None;;;;;;;;;;;;;141;0;141;0;21.294.441.003.999.600;;;;;;;;;;;;;;;;clips/clip_wurst_08_sub_1.mp4;audios/clip_wurst_08_sub_1.mp3;audiovisual;[5.678715200163424];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;142;0;142;;;;None;None;;;;;;;;;;;;;142;0;142;0;2.138.791.131.900.150;;;;;;;;;;;;;;;;clips/clip_weißt_28_sub_1.mp4;audios/silence.mp3;visual;[2.0379359000362456, 6.784249099902809];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;143;0;143;;;;None;None;;;;;;;;;;;;;143;0;143;0;21.497.700.378.000.700;;;;;;;;;;;;;;;;clips/clip_weißt_26_nosub_1.mp4;audios/silence.mp3;visual;[7.345710900146514];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;144;0;144;;;;None;None;;;;;;;;;;;;;144;0;144;0;21.607.526.187.999.100;;;;;;;;;;;;;;;;clips/clip_weißt_15_nosub_1.mp4;audios/silence.mp3;visual;[2.9460181002505124];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;145;0;145;;;;None;None;;;;;;;;;;;;;145;0;145;0;21.725.957.073.997.700;;;;;;;;;;;;;;;;clips/clip_weißt_03_sub_0.mp4;audios/clip_weißt_03_sub_0.mp3;audiovisual;[];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;146;0;146;;;;None;None;;;;;;;;;;;;;146;0;146;0;2.185.394.656.999.960;;;;;;;;;;;;;;;;clips/clip_claude_03_sub_1.mp4;audios/clip_claude_03_sub_1.mp3;audiovisual;[5.50204040016979];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;147;0;147;;;;1;None;37.745.208.996.348.000;None;;;;;;;;;;;147;0;147;0;2.197.716.830.300.160;;;;;;;;;;;;;;;;clips/clip_lied_05_nosub_0.mp4;audios/silence.mp3;visual;[];1;None;1;37.745.208.996.348.000;None;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;148;0;148;;;;None;None;;;;;;;;;;;;;148;0;148;0;22.117.806.067.001.000;;;;;;;;;;;;;;;;clips/clip_dampf_03_sub_1.mp4;audios/clip_dampf_03_sub_1.mp3;audiovisual;[7.690579200163484];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;149;0;149;;;;None;None;;;;;;;;;;;;;149;0;149;0;22.201.984.549.998.300;;;;;;;;;;;;;;;;clips/clip_wurst_01_nosub_0.mp4;audios/clip_wurst_01_nosub_0.mp3;audiovisual;[];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;150;0;150;;;;None;None;;;;;;;;;;;;;150;0;150;0;2.230.926.284.200.040;;;;;;;;;;;;;;;;clips/clip_dampf_06_sub_2.mp4;audios/silence.mp3;visual;[];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;151;0;151;;;;None;None;;;;;;;;;;;;;151;0;151;0;2.240.857.229.200.190;;;;;;;;;;;;;;;;clips/clip_holo_08_sub_2.mp4;audios/clip_holo_08_sub_2.mp3;audiovisual;[8.521940200123936, 10.011076500173658];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;152;0;152;;;;None;None;;;;;;;;;;;;;152;0;152;0;22.530.778.602.999.600;;;;;;;;;;;;;;;;clips/clip_holo_23_sub_1.mp4;audios/silence.mp3;visual;[];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;153;0;153;;;;3;None;27.981.361.001.729.900;None;;;;;;;;;;;153;0;153;0;2.263.633.962.899.910;;;;;;;;;;;;;;;;clips/clip_lied_17_sub_2.mp4;audios/clip_lied_17_sub_2.mp3;audiovisual;[7.9381899000145495];3;None;3;27.981.361.001.729.900;None;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;154;0;154;;;;2;None;3.731.927.300.337.700;None;;;;;;;;;;;154;0;154;0;22.773.397.646.998.000;;;;;;;;;;;;;;;;clips/clip_wurst_25_sub_1.mp4;audios/clip_wurst_25_sub_1.mp3;audiovisual;[];2;None;2;3.731.927.300.337.700;None;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;155;0;155;;;;None;None;;;;;;;;;;;;;155;0;155;0;22.931.430.798.000.600;;;;;;;;;;;;;;;;clips/clip_herz_15_nosub_0.mp4;audios/clip_herz_15_nosub_0.mp3;audiovisual;[3.4310133000835776, 7.7938458998687565];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;156;0;156;;;;None;None;;;;;;;;;;;;;156;0;156;0;23.059.488.061.000.500;;;;;;;;;;;;;;;;clips/clip_wurst_36_sub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;157;0;157;;;;None;None;;;;;;;;;;;;;157;0;157;0;2.316.681.479.400.020;;;;;;;;;;;;;;;;clips/clip_wurst_15_nosub_2.mp4;audios/clip_wurst_15_nosub_2.mp3;audiovisual;[5.311637000180781, 7.889877300243825];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;158;0;158;;;;None;None;;;;;;;;;;;;;158;0;158;0;23.269.269.317.002.000;;;;;;;;;;;;;;;;clips/clip_holo_26_nosub_2.mp4;audios/silence.mp3;visual;[6.275404599960893, 8.139542300254107];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;159;0;159;;;;None;None;;;;;;;;;;;;;159;0;159;0;2.336.925.752.699.840;;;;;;;;;;;;;;;;clips/clip_weißt_30_nosub_2.mp4;audios/silence.mp3;visual;[3.0666789999231696, 12.439336800016463];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;160;0;160;;;;None;None;;;;;;;;;;;;;160;0;160;0;23.498.272.735.998.000;;;;;;;;;;;;;;;;clips/clip_wurst_21_sub_0.mp4;audios/clip_wurst_21_sub_0.mp3;audiovisual;[];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;161;0;161;;;;3;None;3.494.914.799.928.660;None;;;;;;;;;;;161;0;161;0;23.611.132.954.000.400;;;;;;;;;;;;;;;;clips/clip_lied_14_nosub_0.mp4;audios/silence.mp3;visual;[];3;None;3;3.494.914.799.928.660;None;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;162;0;162;;;;None;None;;;;;;;;;;;;;162;0;162;0;23.751.740.875.001.900;;;;;;;;;;;;;;;;clips/clip_wurst_07_sub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;163;0;163;;;;None;None;;;;;;;;;;;;;163;0;163;0;2.386.070.887.700.180;;;;;;;;;;;;;;;;clips/clip_lied_10_nosub_1.mp4;audios/clip_lied_10_nosub_1.mp3;audiovisual;[4.6398058999329805];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;164;0;164;;;;4;None;13.148.263.299.837.700;None;;;;;;;;;;;164;0;164;0;23.984.420.722.997.700;;;;;;;;;;;;;;;;clips/clip_claude_11_sub_0.mp4;audios/clip_claude_11_sub_0.mp3;audiovisual;[];4;None;2;13.148.263.299.837.700;None;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;165;0;165;;;;None;None;;;;;;;;;;;;;165;0;165;0;2.422.494.891.999.750;;;;;;;;;;;;;;;;clips/clip_hund_24_nosub_1.mp4;audios/silence.mp3;visual;[8.297328100074083];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;166;0;166;;;;None;None;;;;;;;;;;;;;166;0;166;0;24.352.948.246.998.700;;;;;;;;;;;;;;;;clips/clip_claude_24_nosub_1.mp4;audios/silence.mp3;visual;[6.162004000041634];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;167;0;167;;;;None;None;;;;;;;;;;;;;167;0;167;0;2.442.409.599.499.770;;;;;;;;;;;;;;;;clips/clip_wurst_17_sub_0.mp4;audios/clip_wurst_17_sub_0.mp3;audiovisual;[];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;168;0;168;;;;None;None;;;;;;;;;;;;;168;0;168;0;2.451.210.949.299.850;;;;;;;;;;;;;;;;clips/clip_herz_10_nosub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;169;0;169;;;;None;None;;;;;;;;;;;;;169;0;169;0;24.620.651.489.999.100;;;;;;;;;;;;;;;;clips/clip_wurst_11_nosub_0.mp4;audios/clip_wurst_11_nosub_0.mp3;audiovisual;[];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;170;0;170;;;;None;None;;;;;;;;;;;;;170;0;170;0;24.748.463.567.001.700;;;;;;;;;;;;;;;;clips/clip_wurst_10_nosub_2.mp4;audios/silence.mp3;visual;[4.736740900203586, 7.326647900044918];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;171;0;171;;;;3;None;5.733.007.600.065.320;None;;;;;;;;;;;171;0;171;0;24.845.458.750.999.500;;;;;;;;;;;;;;;;clips/clip_herz_13_sub_0.mp4;audios/clip_herz_13_sub_0.mp3;audiovisual;[10.458662699908018];3;None;3;5.733.007.600.065.320;None;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;172;0;172;;;;None;None;;;;;;;;;;;;;172;0;172;0;2.502.241.985.199.970;;;;;;;;;;;;;;;;clips/clip_claude_22_sub_2.mp4;audios/silence.mp3;visual;[8.52540640020743];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
