instruction_text,thisN,thisTrialN,thisRepN,prac_attention_resp.keys,prac_attention_resp.rt,prac_attention_resp.duration,exp_atttention_resp.keys,exp_pause_resp.keys,exp_atttention_resp.rt,exp_atttention_resp.duration,exp_pause_resp.rt,exp_pause_resp.duration,instruction_trial.thisRepN,instruction_trial.thisTrialN,instruction_trial.thisN,instruction_trial.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,thisRow.t,notes,piloting,assigned_ls_group,slider_informed_consent.response,Practice_clip_name,Practice_video_used,Practice_audio_used,Practice_modality,Practice_subtitles,Practice_attention_check,Practice_all_cut_rts,Practice_correct_key_required,practice_trials.prac_attention_resp.keys,practice_trials.prac_attention_resp.rt,practice_trials.prac_attention_resp.duration,video_used,audio_used,condition_modality,all_cut_rts,experiment_trials.exp_atttention_resp.keys,experiment_trials.exp_pause_resp.keys,correct_key_required,experiment_trials.exp_atttention_resp.rt,experiment_trials.exp_atttention_resp.duration,experiment_trials.exp_pause_resp.rt,experiment_trials.exp_pause_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
"Einverständniserklärung

Bitte lesen Sie die folgende Erklärung aufmerksam durch:

Ich bestätige, dass ich über 18 Jahre alt bin und ausreichend Zeit hatte, mich für die Teilnahme zu entscheiden. Ich wurde über die Erhebung, Verarbeitung und öffentliche Zugänglichmachung meiner anonymisierten Daten angemessen informiert.
Ich bin mir bewusst, dass ich das Experiment jederzeit abbrechen kann.

,114,0,114,,,,None,None,,,,,,,,,,,,,114,0,114,0,1678.969837800134,,,,,,,,,,,,,,,,clips/clip_weißt_12_nosub_1.mp4,audios/silence.mp3,visual,[9.018727399874479],None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,115,0,115,,,,None,None,,,,,,,,,,,,,115,0,115,0,1691.7771290000528,,,,,,,,,,,,,,,,clips/clip_weißt_25_sub_1.mp4,audios/silence.mp3,visual,[5.244926600251347],None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,116,0,116,,,,None,None,,,,,,,,,,,,,116,0,116,0,1704.6184148998,,,,,,,,,,,,,,,,clips/clip_lied_14_sub_0.mp4,audios/clip_lied_14_sub_0.mp3,audiovisual,[],None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,117,0,117,,,,None,None,,,,,,,,,,,,,117,0,117,0,1715.1253118999302,,,,,,,,,,,,,,,,clips/clip_wurst_26_sub_1.mp4,audios/clip_wurst_26_sub_1.mp3,audiovisual,[10.298894499894232],None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,118,0,118,,,,None,None,,,,,,,,,,,,,118,0,118,0,1727.9902713000774,,,,,,,,,,,,,,,,clips/clip_holo_05_sub_2.mp4,audios/clip_holo_05_sub_2.mp3,audiovisual,[7.043305600062013],None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,119,0,119,,,,None,space,,,1.3440156001597643,None,,,,,,,,,119,0,119,0,1737.9452134999447,,,,,,,,,,,,,,,,clips/clip_wurst_05_sub_0.mp4,audios/clip_wurst_05_sub_0.mp3,audiovisual,[],None,space,,,,1.3440156001597643,None,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,120,0,120,,,,None,None,,,,,,,,,,,,,120,0,120,0,1748.7828223998658,,,,,,,,,,,,,,,,clips/clip_claude_09_nosub_2.mp4,audios/silence.mp3,visual,"[4.352434099651873, 8.712042999919504]",None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,121,0,121,,,,None,None,,,,,,,,,,,,,121,0,121,0,1762.238089499995,,,,,,,,,,,,,,,,clips/clip_holo_13_sub_1.mp4,audios/clip_holo_13_sub_1.mp3,audiovisual,"[1.3948745001107454, 4.393991100136191]",None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,122,0,122,,,,None,None,,,,,,,,,,,,,122,0,122,0,1774.9030691999942,,,,,,,,,,,,,,,,clips/clip_claude_11_sub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,123,0,123,,,,None,None,,,,,,,,,,,,,123,0,123,0,1785.5578808002174,,,,,,,,,,,,,,,,clips/clip_hund_32_sub_1.mp4,audios/clip_hund_32_sub_1.mp3,audiovisual,"[5.019335200078785, 6.739097999874502]",None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,124,0,124,,,,None,None,,,,,,,,,,,,,124,0,124,0,1796.6584529001266,,,,,,,,,,,,,,,,clips/clip_weißt_16_nosub_0.mp4,audios/silence.mp3,visual,[0.5347071997821331],None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,125,0,125,,,,None,None,,,,,,,,,,,,,125,0,125,0,1808.106626899913,,,,,,,,,,,,,,,,clips/clip_claude_29_sub_0.mp4,audios/clip_claude_29_sub_0.mp3,audiovisual,[2.6545221996493638],None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,126,0,126,,,,None,None,,,,,,,,,,,,,126,0,126,0,1819.6636032001115,,,,,,,,,,,,,,,,clips/clip_weißt_15_sub_1.mp4,audios/clip_weißt_15_sub_1.mp3,audiovisual,[4.864418300334364],None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,127,0,127,,,,None,None,,,,,,,,,,,,,127,0,127,0,1831.3627785001881,,,,,,,,,,,,,,,,clips/clip_claude_14_nosub_0.mp4,audios/clip_claude_14_nosub_0.mp3,audiovisual,"[3.0034842998720706, 8.723831200040877]",None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,128,0,128,,,,4,None,2.697973399888724,None,,,,,,,,,,,128,0,128,0,1843.7781258001924,,,,,,,,,,,,,,,,clips/clip_lied_19_nosub_1.mp4,audios/silence.mp3,visual,[5.411518900189549],4,None,4,2.697973399888724,None,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,129,0,129,,,,None,None,,,,,,,,,,,,,129,0,129,0,1858.7907743002288,,,,,,,,,,,,,,,,clips/clip_weißt_30_sub_2.mp4,audios/clip_weißt_30_sub_2.mp3,audiovisual,"[5.115248499903828, 12.017813100013882]",None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,130,0,130,,,,None,None,,,,,,,,,,,,,130,0,130,0,1871.9433292001486,,,,,,,,,,,,,,,,clips/clip_hund_12_sub_1.mp4,audios/clip_hund_12_sub_1.mp3,audiovisual,[9.83201520005241],None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,131,0,131,,,,None,None,,,,,,,,,,,,,131,0,131,0,1884.0160921001807,,,,,,,,,,,,,,,,clips/clip_wurst_06_nosub_2.mp4,audios/silence.mp3,visual,"[1.4824748001992702, 2.9264731998555362, 8.131060699932277]",None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,132,0,132,,,,None,None,,,,,,,,,,,,,132,0,132,0,1895.891463200096,,,,,,,,,,,,,,,,clips/clip_wurst_13_sub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,133,0,133,,,,2,None,3.018294799607247,None,,,,,,,,,,,133,0,133,0,1906.3572297999635,,,,,,,,,,,,,,,,clips/clip_dampf_06_nosub_2.mp4,audios/clip_dampf_06_nosub_2.mp3,audiovisual,[],2,None,2,3.018294799607247,None,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,134,0,134,,,,None,None,,,,,,,,,,,,,134,0,134,0,1919.2595879002474,,,,,,,,,,,,,,,,clips/clip_dampf_02_nosub_1.mp4,audios/clip_dampf_02_nosub_1.mp3,audiovisual,[5.298890899866819],None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,135,0,135,,,,3,None,4.174034399911761,None,,,,,,,,,,,135,0,135,0,1929.4275246998295,,,,,,,,,,,,,,,,clips/clip_weißt_23_nosub_1.mp4,audios/clip_weißt_23_nosub_1.mp3,audiovisual,[8.358485299628228],3,None,3,4.174034399911761,None,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,136,0,136,,,,None,None,,,,,,,,,,,,,136,0,136,0,1945.827756300103,,,,,,,,,,,,,,,,clips/clip_hund_09_nosub_2.mp4,audios/silence.mp3,visual,"[5.410653399769217, 10.46695759985596]",None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,137,0,137,,,,None,None,,,,,,,,,,,,,137,0,137,0,1958.2524251998402,,,,,,,,,,,,,,,,clips/clip_lied_08_sub_1.mp4,audios/silence.mp3,visual,[7.547742099966854],None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,138,0,138,,,,None,None,,,,,,,,,,,,,138,0,138,0,1968.2141342000104,,,,,,,,,,,,,,,,clips/clip_claude_12_sub_0.mp4,audios/clip_claude_12_sub_0.mp3,audiovisual,[],None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,139,0,139,,,,None,None,,,,,,,,,,,,,139,0,139,0,1978.2366766999476,,,,,,,,,,,,,,,,clips/clip_holo_22_nosub_1.mp4,audios/silence.mp3,visual,[9.174608699977398],None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,140,0,140,,,,3,None,2.9753855001181364,None,,,,,,,,,,,140,0,140,0,1988.2844444001094,,,,,,,,,,,,,,,,clips/clip_holo_15_nosub_0.mp4,audios/clip_holo_15_nosub_0.mp3,audiovisual,[6.140729600097984],3,None,3,2.9753855001181364,None,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,141,0,141,,,,None,None,,,,,,,,,,,,,141,0,141,0,2001.29765520012,,,,,,,,,,,,,,,,clips/clip_dampf_03_sub_1.mp4,audios/silence.mp3,visual,[7.609437299892306],None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,142,0,142,,,,None,None,,,,,,,,,,,,,142,0,142,0,2009.749615199864,,,,,,,,,,,,,,,,clips/clip_herz_10_sub_0.mp4,audios/clip_herz_10_sub_0.mp3,audiovisual,[],None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,143,0,143,,,,None,None,,,,,,,,,,,,,143,0,143,0,2020.5708285002038,,,,,,,,,,,,,,,,clips/clip_weißt_06_nosub_0.mp4,audios/silence.mp3,visual,[5.557134199887514],None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,144,0,144,,,,2,None,4.956382700242102,None,,,,,,,,,,,144,0,144,0,2031.7585506998003,,,,,,,,,,,,,,,,clips/clip_claude_07_sub_0.mp4,audios/silence.mp3,visual,[],2,None,2,4.956382700242102,None,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,145,0,145,,,,None,None,,,,,,,,,,,,,145,0,145,0,2047.616732600145,,,,,,,,,,,,,,,,clips/clip_wurst_34_sub_2.mp4,audios/clip_wurst_34_sub_2.mp3,audiovisual,"[4.198563300073147, 6.12588270008564]",None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,146,0,146,,,,None,None,,,,,,,,,,,,,146,0,146,0,2056.8960615000688,,,,,,,,,,,,,,,,clips/clip_wurst_29_sub_1.mp4,audios/silence.mp3,visual,[1.419795200228691],None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,147,0,147,,,,,,,,,,,,,,,,,,147,0,147,0,2069.7793759000488,,,,,,,,,,,,,,,,clips/clip_holo_11_nosub_2.mp4,audios/clip_holo_11_nosub_2.mp3,audiovisual,,,,,,,,,,,,,,,,,
