instruction_text;thisN;thisTrialN;thisRepN;prac_attention_resp.keys;prac_attention_resp.rt;prac_attention_resp.duration;exp_atttention_resp.keys;exp_pause_resp.keys;exp_atttention_resp.rt;exp_atttention_resp.duration;exp_pause_resp.rt;exp_pause_resp.duration;instruction_trial.thisRepN;instruction_trial.thisTrialN;instruction_trial.thisN;instruction_trial.thisIndex;practice_trials.thisRepN;practice_trials.thisTrialN;practice_trials.thisN;practice_trials.thisIndex;experiment_trials.thisRepN;experiment_trials.thisTrialN;experiment_trials.thisN;experiment_trials.thisIndex;thisRow.t;notes;piloting;assigned_ls_group;slider_informed_consent.response;Practice_clip_name;Practice_video_used;Practice_audio_used;Practice_modality;Practice_subtitles;Practice_attention_check;Practice_all_cut_rts;Practice_correct_key_required;practice_trials.prac_attention_resp.keys;practice_trials.prac_attention_resp.rt;practice_trials.prac_attention_resp.duration;video_used;audio_used;condition_modality;all_cut_rts;experiment_trials.exp_atttention_resp.keys;experiment_trials.exp_pause_resp.keys;correct_key_required;experiment_trials.exp_atttention_resp.rt;experiment_trials.exp_atttention_resp.duration;experiment_trials.exp_pause_resp.rt;experiment_trials.exp_pause_resp.duration;participant;session;date;expName;expVersion;psychopyVersion;frameRate;expStart
;52;0;52;;;;None;None;;;;;;;;;;;;;52;0;52;0;11.267.657.360.997.900;;;;;;;;;;;;;;;;clips/clip_claude_15_sub_0.mp4;audios/clip_claude_15_sub_0.mp3;audiovisual;[];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;53;0;53;;;;None;None;;;;;;;;;;;;;53;0;53;0;11.395.961.966.998.800;;;;;;;;;;;;;;;;clips/clip_weißt_29_sub_1.mp4;audios/clip_weißt_29_sub_1.mp3;audiovisual;[7.1736917002126575];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;54;0;54;;;;None;None;;;;;;;;;;;;;54;0;54;0;11.520.247.106.999.100;;;;;;;;;;;;;;;;clips/clip_claude_29_nosub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;55;0;55;;;;None;None;;;;;;;;;;;;;55;0;55;0;11.628.808.542.001.000;;;;;;;;;;;;;;;;clips/clip_dampf_03_sub_1.mp4;audios/clip_dampf_03_sub_1.mp3;audiovisual;[7.76763779995963];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;56;0;56;;;;None;None;;;;;;;;;;;;;56;0;56;0;11.713.304.694.998.000;;;;;;;;;;;;;;;;clips/clip_herz_04_sub_0.mp4;audios/silence.mp3;visual;[9.847928100265563];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;57;0;57;;;;None;None;;;;;;;;;;;;;57;0;57;0;11.832.442.854.000.200;;;;;;;;;;;;;;;;clips/clip_hund_01_sub_0.mp4;audios/clip_hund_01_sub_0.mp3;audiovisual;[];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;58;0;58;;;;None;None;;;;;;;;;;;;;58;0;58;0;11.956.318.930.000.900;;;;;;;;;;;;;;;;clips/clip_holo_01_nosub_1.mp4;audios/silence.mp3;visual;[4.746154699940234];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;59;0;59;;;;None;space;;;6.580.960.449.995.470;None;;;;;;;;;59;0;59;0;1.205.596.059.099.770;;;;;;;;;;;;;;;;clips/clip_wurst_27_nosub_1.mp4;audios/clip_wurst_27_nosub_1.mp3;audiovisual;[6.418097500223666];None;space;;;;6.580.960.449.995.470;None;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;60;0;60;;;;None;None;;;;;;;;;;;;;60;0;60;0;12.820.332.092.000.100;;;;;;;;;;;;;;;;clips/clip_herz_16_sub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;61;0;61;;;;None;None;;;;;;;;;;;;;61;0;61;0;1.291.896.513.799.670;;;;;;;;;;;;;;;;clips/clip_wurst_35_nosub_0.mp4;audios/clip_wurst_35_nosub_0.mp3;audiovisual;[];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;62;0;62;;;;None;None;;;;;;;;;;;;;62;0;62;0;13.019.905.685.000.100;;;;;;;;;;;;;;;;clips/clip_hund_24_nosub_1.mp4;audios/silence.mp3;visual;[8.090171599760652];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;63;0;63;;;;None;None;;;;;;;;;;;;;63;0;63;0;13.148.745.651.999.400;;;;;;;;;;;;;;;;clips/clip_herz_01_sub_1.mp4;audios/clip_herz_01_sub_1.mp3;audiovisual;[6.634428800083697];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;64;0;64;;;;None;None;;;;;;;;;;;;;64;0;64;0;13.263.014.807.999.100;;;;;;;;;;;;;;;;clips/clip_holo_14_nosub_0.mp4;audios/clip_holo_14_nosub_0.mp3;audiovisual;[];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;65;0;65;;;;None;None;;;;;;;;;;;;;65;0;65;0;13.371.437.106.998.600;;;;;;;;;;;;;;;;clips/clip_claude_23_sub_0.mp4;audios/clip_claude_23_sub_0.mp3;audiovisual;[];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;66;0;66;;;;None;None;;;;;;;;;;;;;66;0;66;0;13.501.281.463.997.400;;;;;;;;;;;;;;;;clips/clip_claude_17_nosub_1.mp4;audios/clip_claude_17_nosub_1.mp3;audiovisual;[10.61762240016833];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;67;0;67;;;;None;None;;;;;;;;;;;;;67;0;67;0;13.624.581.426.996.700;;;;;;;;;;;;;;;;clips/clip_lied_16_sub_2.mp4;audios/silence.mp3;visual;[4.2848395998589694, 6.552448200061917];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;68;0;68;;;;None;None;;;;;;;;;;;;;68;0;68;0;13.739.300.028.998.400;;;;;;;;;;;;;;;;clips/clip_hund_04_nosub_0.mp4;audios/clip_hund_04_nosub_0.mp3;audiovisual;[];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;69;0;69;;;;1;None;4.129.326.300.229.870;None;;;;;;;;;;;69;0;69;0;13.842.345.316.996.700;;;;;;;;;;;;;;;;clips/clip_lied_06_nosub_1.mp4;audios/clip_lied_06_nosub_1.mp3;audiovisual;[];1;None;1;4.129.326.300.229.870;None;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;70;0;70;;;;None;None;;;;;;;;;;;;;70;0;70;0;14.018.442.370.998.600;;;;;;;;;;;;;;;;clips/clip_hund_11_sub_1.mp4;audios/clip_hund_11_sub_1.mp3;audiovisual;[9.041868799831718];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;71;0;71;;;;None;None;;;;;;;;;;;;;71;0;71;0;14.123.924.716.999.700;;;;;;;;;;;;;;;;clips/clip_claude_19_sub_0.mp4;audios/clip_claude_19_sub_0.mp3;audiovisual;[];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;72;0;72;;;;None;None;;;;;;;;;;;;;72;0;72;0;1.423.607.968.099.880;;;;;;;;;;;;;;;;clips/clip_hund_19_sub_0.mp4;audios/clip_hund_19_sub_0.mp3;audiovisual;[];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;73;0;73;;;;None;None;;;;;;;;;;;;;73;0;73;0;14.357.592.585.999.500;;;;;;;;;;;;;;;;clips/clip_lied_22_nosub_1.mp4;audios/silence.mp3;visual;[8.014859599992633];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;74;0;74;;;;None;None;;;;;;;;;;;;;74;0;74;0;14.470.927.523.998.500;;;;;;;;;;;;;;;;clips/clip_dampf_06_sub_2.mp4;audios/silence.mp3;visual;[];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;75;0;75;;;;None;None;;;;;;;;;;;;;75;0;75;0;145.697.893.569.991;;;;;;;;;;;;;;;;clips/clip_claude_25_nosub_0.mp4;audios/clip_claude_25_nosub_0.mp3;audiovisual;[];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;76;0;76;;;;None;None;;;;;;;;;;;;;76;0;76;0;1.468.023.622.599.890;;;;;;;;;;;;;;;;clips/clip_hund_20_nosub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;77;0;77;;;;1;None;20.309.602.399.822.300;None;;;;;;;;;;;77;0;77;0;14.804.057.768.997.700;;;;;;;;;;;;;;;;clips/clip_hund_09_nosub_2.mp4;audios/clip_hund_09_nosub_2.mp3;audiovisual;[7.041398799978197, 10.628368000034243];1;None;1;20.309.602.399.822.300;None;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;78;0;78;;;;None;None;;;;;;;;;;;;;78;0;78;0;15.131.390.252.998.000;;;;;;;;;;;;;;;;clips/clip_hund_30_sub_0.mp4;audios/clip_hund_30_sub_0.mp3;audiovisual;[10.614920100197196];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;79;0;79;;;;None;None;;;;;;;;;;;;;79;0;79;0;15.259.428.829.997.700;;;;;;;;;;;;;;;;clips/clip_dampf_05_nosub_2.mp4;audios/clip_dampf_05_nosub_2.mp3;audiovisual;[3.8795541003346443, 9.343973000068218];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;80;0;80;;;;None;None;;;;;;;;;;;;;80;0;80;0;15.354.864.248.000.000;;;;;;;;;;;;;;;;clips/clip_lied_03_sub_1.mp4;audios/silence.mp3;visual;[4.601984099950641];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;81;0;81;;;;None;None;;;;;;;;;;;;;81;0;81;0;15.468.178.675.998.900;;;;;;;;;;;;;;;;clips/clip_lied_05_nosub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;82;0;82;;;;1;None;8.762.034.199.666.230;None;;;;;;;;;;;82;0;82;0;15.571.156.731.997.600;;;;;;;;;;;;;;;;clips/clip_claude_13_nosub_0.mp4;audios/clip_claude_13_nosub_0.mp3;audiovisual;[];1;None;3;8.762.034.199.666.230;None;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;83;0;83;;;;None;None;;;;;;;;;;;;;83;0;83;0;1.575.869.659.199.840;;;;;;;;;;;;;;;;clips/clip_wurst_05_nosub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;84;0;84;;;;None;None;;;;;;;;;;;;;84;0;84;0;1.585.415.414.399.930;;;;;;;;;;;;;;;;clips/clip_lied_10_nosub_1.mp4;audios/clip_lied_10_nosub_1.mp3;audiovisual;[5.574559000320733];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;85;0;85;;;;3;None;70.381.641.001.440.500;None;;;;;;;;;;;85;0;85;0;1.597.720.295.299.770;;;;;;;;;;;;;;;;clips/clip_holo_13_nosub_1.mp4;audios/silence.mp3;visual;[4.399240100290626];3;None;3;70.381.641.001.440.500;None;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;86;0;86;;;;1;None;3.722.982.000.093.900;None;;;;;;;;;;;86;0;86;0;16.174.769.660.998.100;;;;;;;;;;;;;;;;clips/clip_claude_21_nosub_1.mp4;audios/clip_claude_21_nosub_1.mp3;audiovisual;[9.76761220023036];1;None;1;3.722.982.000.093.900;None;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;87;0;87;;;;None;None;;;;;;;;;;;;;87;0;87;0;1.634.296.876.899.890;;;;;;;;;;;;;;;;clips/clip_hund_16_nosub_1.mp4;audios/silence.mp3;visual;[];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;88;0;88;;;;None;None;;;;;;;;;;;;;88;0;88;0;16.459.743.352.998.000;;;;;;;;;;;;;;;;clips/clip_lied_07_sub_1.mp4;audios/silence.mp3;visual;[4.429867299739271];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;89;0;89;;;;None;None;;;;;;;;;;;;;89;0;89;0;16.558.602.342.000.200;;;;;;;;;;;;;;;;clips/clip_holo_21_nosub_1.mp4;audios/silence.mp3;visual;[4.4181021000258625];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;90;0;90;;;;None;None;;;;;;;;;;;;;90;0;90;0;16.669.097.184.999.800;;;;;;;;;;;;;;;;clips/clip_holo_12_sub_1.mp4;audios/clip_holo_12_sub_1.mp3;audiovisual;[8.811955000273883];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;91;0;91;;;;None;None;;;;;;;;;;;;;91;0;91;0;16.777.251.797.998.300;;;;;;;;;;;;;;;;clips/clip_herz_14_nosub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;92;0;92;;;;2;None;39.244.217.998.348.100;None;;;;;;;;;;;92;0;92;0;1.689.111.182.099.670;;;;;;;;;;;;;;;;clips/clip_hund_17_nosub_1.mp4;audios/clip_hund_17_nosub_1.mp3;audiovisual;[10.409437899943441];2;None;2;39.244.217.998.348.100;None;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;93;0;93;;;;4;None;39.608.123.996.295.000;None;;;;;;;;;;;93;0;93;0;1.706.150.620.599.740;;;;;;;;;;;;;;;;clips/clip_holo_26_nosub_2.mp4;audios/silence.mp3;visual;[6.424583800137043, 8.705509799998254];4;None;4;39.608.123.996.295.000;None;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;94;0;94;;;;1;None;3.822.669.700.253.750;None;;;;;;;;;;;94;0;94;0;17.201.956.030.000.000;;;;;;;;;;;;;;;;clips/clip_herz_13_sub_0.mp4;audios/clip_herz_13_sub_0.mp3;audiovisual;[9.172506200149655];1;None;1;3.822.669.700.253.750;None;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;95;0;95;;;;None;None;;;;;;;;;;;;;95;0;95;0;17.360.766.835.999.600;;;;;;;;;;;;;;;;clips/clip_holo_27_nosub_1.mp4;audios/clip_holo_27_nosub_1.mp3;audiovisual;[5.315235099755228];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;96;0;96;;;;None;None;;;;;;;;;;;;;96;0;96;0;17.468.499.758.997.900;;;;;;;;;;;;;;;;clips/clip_claude_22_sub_2.mp4;audios/silence.mp3;visual;[8.095043699722737];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;97;0;97;;;;None;None;;;;;;;;;;;;;97;0;97;0;17.584.456.834.997.900;;;;;;;;;;;;;;;;clips/clip_hund_03_nosub_1.mp4;audios/silence.mp3;visual;[6.529502199962735];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;98;0;98;;;;None;None;;;;;;;;;;;;;98;0;98;0;17.712.103.113.001.200;;;;;;;;;;;;;;;;clips/clip_wurst_17_sub_0.mp4;audios/clip_wurst_17_sub_0.mp3;audiovisual;[];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;99;0;99;;;;None;None;;;;;;;;;;;;;99;0;99;0;178.005.381.379.975;;;;;;;;;;;;;;;;clips/clip_hund_13_nosub_1.mp4;audios/clip_hund_13_nosub_1.mp3;audiovisual;[10.791009299922734];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;100;0;100;;;;None;None;;;;;;;;;;;;;100;0;100;0;1.792.691.646.100.020;;;;;;;;;;;;;;;;clips/clip_wurst_32_sub_1.mp4;audios/silence.mp3;visual;[];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;101;0;101;;;;3;None;4.028.086.599.893.860;None;;;;;;;;;;;101;0;101;0;18.043.611.297.998.500;;;;;;;;;;;;;;;;clips/clip_holo_09_nosub_2.mp4;audios/silence.mp3;visual;[];3;None;3;4.028.086.599.893.860;None;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;102;0;102;;;;None;None;;;;;;;;;;;;;102;0;102;0;18.208.944.708.998.300;;;;;;;;;;;;;;;;clips/clip_wurst_15_nosub_2.mp4;audios/clip_wurst_15_nosub_2.mp3;audiovisual;[6.091760799754411, 7.87238710001111];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;103;0;103;;;;None;None;;;;;;;;;;;;;103;0;103;0;183.102.263.640.007;;;;;;;;;;;;;;;;clips/clip_herz_12_sub_0.mp4;audios/silence.mp3;visual;[6.5640646000392735];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;104;0;104;;;;None;None;;;;;;;;;;;;;104;0;104;0;1.840.937.711.799.980;;;;;;;;;;;;;;;;clips/clip_holo_05_nosub_2.mp4;audios/silence.mp3;visual;[7.093981499783695];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;105;0;105;;;;None;None;;;;;;;;;;;;;105;0;105;0;18.510.242.825.997.900;;;;;;;;;;;;;;;;clips/clip_wurst_01_nosub_0.mp4;audios/clip_wurst_01_nosub_0.mp3;audiovisual;[];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;106;0;106;;;;None;None;;;;;;;;;;;;;106;0;106;0;18.616.956.285.000.700;;;;;;;;;;;;;;;;clips/clip_herz_07_nosub_2.mp4;audios/clip_herz_07_nosub_2.mp3;audiovisual;[6.05607290007174, 11.485839100088924];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;107;0;107;;;;None;None;;;;;;;;;;;;;107;0;107;0;18.745.423.558.000.400;;;;;;;;;;;;;;;;clips/clip_claude_05_nosub_2.mp4;audios/clip_claude_05_nosub_2.mp3;audiovisual;[4.52336909994483];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;108;0;108;;;;None;None;;;;;;;;;;;;;108;0;108;0;18.866.425.450.998.300;;;;;;;;;;;;;;;;clips/clip_hund_29_sub_0.mp4;audios/silence.mp3;visual;[10.571332700084895];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;109;0;109;;;;None;None;;;;;;;;;;;;;109;0;109;0;18.988.905.619.997.500;;;;;;;;;;;;;;;;clips/clip_wurst_16_sub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;110;0;110;;;;None;None;;;;;;;;;;;;;110;0;110;0;1.909.723.401.399.790;;;;;;;;;;;;;;;;clips/clip_holo_28_sub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;111;0;111;;;;None;None;;;;;;;;;;;;;111;0;111;0;19.190.823.296.997.600;;;;;;;;;;;;;;;;clips/clip_hund_15_sub_1.mp4;audios/clip_hund_15_sub_1.mp3;audiovisual;[5.875876099802554];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;112;0;112;;;;None;None;;;;;;;;;;;;;112;0;112;0;19.303.608.657.000.500;;;;;;;;;;;;;;;;clips/clip_herz_06_nosub_2.mp4;audios/silence.mp3;visual;[4.970626899972558, 8.498442099895328];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;113;0;113;;;;None;None;;;;;;;;;;;;;113;0;113;0;1.941.752.809.099.850;;;;;;;;;;;;;;;;clips/clip_lied_01_nosub_1.mp4;audios/silence.mp3;visual;[5.044044599868357];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;114;0;114;;;;None;None;;;;;;;;;;;;;114;0;114;0;19.526.313.644.996.800;;;;;;;;;;;;;;;;clips/clip_weißt_27_nosub_1.mp4;audios/clip_weißt_27_nosub_1.mp3;audiovisual;[7.983527900185436];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;115;0;115;;;;None;None;;;;;;;;;;;;;115;0;115;0;1.963.533.285.500.010;;;;;;;;;;;;;;;;clips/clip_hund_36_sub_2.mp4;audios/clip_hund_36_sub_2.mp3;audiovisual;[4.317198799923062, 7.7485585999675095];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;116;0;116;;;;None;None;;;;;;;;;;;;;116;0;116;0;1.973.498.255.699.870;;;;;;;;;;;;;;;;clips/clip_wurst_04_sub_2.mp4;audios/clip_wurst_04_sub_2.mp3;audiovisual;[4.728273599874228, 7.3906501000747085];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;117;0;117;;;;None;None;;;;;;;;;;;;;117;0;117;0;19.859.636.937.999.100;;;;;;;;;;;;;;;;clips/clip_claude_01_nosub_2.mp4;audios/clip_claude_01_nosub_2.mp3;audiovisual;[7.241129199974239, 8.810744899790734];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;118;0;118;;;;None;None;;;;;;;;;;;;;118;0;118;0;1.997.725.790.800.060;;;;;;;;;;;;;;;;clips/clip_dampf_02_sub_1.mp4;audios/silence.mp3;visual;[4.907263699918985];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;119;0;119;;;;2;space;61.552.181.001.752.600;None;9.351.220.399.979.500;None;;;;;;;;;119;0;119;0;2.007.907.765.599.890;;;;;;;;;;;;;;;;clips/clip_weißt_22_nosub_0.mp4;audios/clip_weißt_22_nosub_0.mp3;audiovisual;[];2;space;2;61.552.181.001.752.600;None;9.351.220.399.979.500;None;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;120;0;120;;;;None;None;;;;;;;;;;;;;120;0;120;0;21.195.087.918.001.200;;;;;;;;;;;;;;;;clips/clip_holo_17_nosub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
