instruction_text,thisN,thisTrialN,thisRepN,key_resp_instruction.keys,key_resp_instruction.rt,key_resp_instruction.duration,clip_file,clip_path,sound_path,movie,subtitles,n_cut,clip_num,first_cut,second_cut,clip_duration,attention_check_question,attention_check_correct,attention_check_distractor_1,attention_check_distractor_2,attention_check_distractor_3,prac_attention_resp.keys,prac_attention_resp.rt,prac_attention_resp.duration,exp_atttention_resp.keys,exp_pause_resp.keys,exp_atttention_resp.rt,exp_atttention_resp.duration,exp_pause_resp.rt,exp_pause_resp.duration,instruction_trials.thisRepN,instruction_trials.thisTrialN,instruction_trials.thisN,instruction_trials.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,thisRow.t,notes,instructions.started,text_instruction.started,key_resp_instruction.started,instructions.stopped,instruction_trials.key_resp_instruction.keys,instruction_trials.key_resp_instruction.rt,instruction_trials.key_resp_instruction.duration,informed_consent.started,slider_informed_consent.started,text_informed_consent.started,informed_consent.stopped,slider_informed_consent.response,slider_informed_consent.rt,begin_practice.started,begin_practice_text.started,begin_practice.stopped,Practice_clip_name,Practice_video_used,Practice_audio_used,Practice_modality,Practice_subtitles,Practice_attention_check,practice_clip.started,prac_feedback.started,prac_fixation_cross.started,prac_fixation_cross.stopped,prac_clip.started,prac_sound.started,prac_sound.stopped,prac_clip.stopped,practice_clip.stopped,prac_all_cut_rts,Practice_correct_key_required,practice_attention_check.started,prac_attention_resp.started,prac_question.started,prac_options.started,practice_attention_check.stopped,practice_trials.prac_attention_resp.keys,practice_trials.prac_attention_resp.rt,practice_trials.prac_attention_resp.duration,begin_experiment.started,begin_experiment_text.started,begin_experiment_text.stopped,begin_experiment.stopped,video_used,audio_used,condition_modality,experiment_clip.started,exp_fixation_cross.started,exp_fixation_cross.stopped,exp_clip.started,exp_sound.started,exp_clip.stopped,experiment_clip.stopped,all_cut_rts,experiment_attention_check.started,experiment_attention_check.stopped,experiment_trials.exp_atttention_resp.keys,experiment_pause.started,experiment_pause.stopped,experiment_trials.exp_pause_resp.keys,exp_sound.stopped,correct_key_required,exp_atttention_resp.started,exp_question.started,exp_options.started,experiment_trials.exp_atttention_resp.rt,experiment_trials.exp_atttention_resp.duration,exp_pause_text.started,exp_pause_resp.started,exp_countdown.started,exp_pause_resp.stopped,exp_countdown.stopped,experiment_trials.exp_pause_resp.rt,experiment_trials.exp_pause_resp.duration,end.started,text_end.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,73,0,73,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,73,0,73,0,1223.7511882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_06_sub_0.mp4,audios/clip_weißt_06_sub_0.mp3,audiovisual,1223.7469592999987,1224.1159740999974,1224.3167584000003,1224.3167584000003,1224.3166042666674,1234.831726299999,1234.6325603999976,[5.687165499999537],1234.7339844999988,1234.7340218999998,None,1234.7340540999976,1234.734077099998,None,1234.831726299999,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,74,0,74,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,74,0,74,0,1234.831726299999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_13_sub_0.mp4,audios/clip_claude_13_sub_0.mp3,audiovisual,1234.8279784999977,1235.2419988999973,1235.4419907999982,1235.4419907999982,1235.4418609666648,1244.8419103999986,1244.6561354999976,[],1244.7475096999988,1244.7475610000001,None,1244.7476050999976,1244.7476294000007,None,1244.6559788999984,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,75,0,75,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,75,0,75,0,1244.8419103999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_04_sub_0.mp4,audios/silence.mp3,visual,1244.8374546999985,1245.2598362999997,1245.4605795999996,1245.4605795999996,1245.460418566665,1255.777838599999,1255.560319199998,[],1255.6606715999988,1255.6607096999978,None,1255.6607492999974,1255.6607699999986,None,1246.7117498999978,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,76,0,76,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,76,0,76,0,1255.777838599999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_herz_04_nosub_0.mp4,audios/silence.mp3,visual,1255.7719928999977,1256.1600246999988,1256.3607052999978,1256.3607052999978,1256.360211966665,1267.5843945999986,1267.3776216000006,[8.060499200000777],1267.471663799999,1267.4717033999987,None,1267.4718441999976,1267.4718895000005,None,1257.6121647999971,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,77,0,77,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,77,0,77,0,1267.5843945999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_01_nosub_2.mp4,audios/silence.mp3,visual,1267.5786597000006,1267.9866932000004,1268.1900876,1268.1900876,1268.1877444666645,1279.345199299998,1279.1539995999992,"[6.696308800001134, 8.835123699998803]",1279.2526760999972,1279.2527415000004,None,1279.2527788000007,1279.2527950000003,None,1269.4386739000001,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,78,0,78,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,78,0,78,0,1279.345199299998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_dampf_06_sub_2.mp4,audios/silence.mp3,visual,1279.3414998999979,1279.7637293000007,1279.9640321999977,1279.9640321999977,1279.963807866665,1289.180236799999,1288.9958236999992,[],1289.0869072999994,1289.0869644999984,None,1289.0870503000006,1289.087074799998,None,1281.216525599997,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,79,0,79,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,79,0,79,0,1289.180236799999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_15_nosub_0.mp4,audios/silence.mp3,visual,1289.1775909999997,1289.5992334999974,1289.799098899999,1289.799098899999,1289.7988660666672,1299.1962251999976,1298.9970049000003,[6.314120200000616],1299.0843762999975,1299.084433699998,None,1299.0844733999984,1299.0844913,None,1291.0511622999984,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,80,0,80,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,80,0,80,0,1299.1962251999976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_herz_05_sub_0.mp4,audios/silence.mp3,visual,1299.1926170000006,1299.5897110000005,1299.7901850999988,1299.7901850999988,1299.7898810666668,1310.2870516000003,1310.0896149999971,[5.893747000001895],1310.1863307999993,1310.1863639000003,None,1310.1863951999985,1310.1864115999997,None,1301.0415212000007,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,81,0,81,,,,,,,,,,,,,,,,,,,,,,2,None,4.20593849999932,None,,,,,,,,,,,81,0,81,0,1310.2870516000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_19_sub_1.mp4,audios/silence.mp3,visual,1310.2827304999992,1310.6978896999972,1310.8988960999995,1310.8988960999995,1310.8985282666656,1321.0374854999973,1320.9321691000005,[],1321.0338755999983,1325.2457484000006,2,1325.2458098999996,1325.2458346999993,None,1312.150469199998,2,1321.0374854999973,1321.0374854999973,1321.0374854999973,4.20593849999932,None,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,82,0,82,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,82,0,82,0,1325.3504887999989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_15_sub_2.mp4,audios/silence.mp3,visual,1325.3470081999985,1325.7552269999978,1325.955922699999,1325.955922699999,1325.9558229666657,1335.5734200000006,1335.3864833000007,"[5.402789799998573, 8.809835000000021]",1335.491699899998,1335.4917319999986,None,1335.4917602999994,1335.4917762000005,None,1327.207239899999,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,83,0,83,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,83,0,83,0,1335.5734200000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_15_sub_1.mp4,audios/silence.mp3,visual,1335.5685792000004,1336.007176799998,1336.2087829999982,1336.1917522000003,1336.1912617666642,1347.2802835000002,1347.1084985999987,"[2.9194496999989497, 4.99627959999998]",1347.1948894999987,1347.1949318999978,None,1347.194974099999,1347.194990699998,None,1337.4430887999988,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,84,0,84,,,,,,,,,,,,,,,,,,,,,,1,None,7.633089200000541,None,,,,,,,,,,,84,0,84,0,1347.2802835000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_18_sub_0.mp4,audios/silence.mp3,visual,1347.2767104999984,1347.7097622000001,1347.9095544999982,1347.9095544999982,1347.9093926666649,1357.0537714999991,1356.9411932000003,[],1357.0507287999972,1364.700654799999,1,1364.7007129999984,1364.7007378999988,None,1349.1612185999984,1,1357.0537714999991,1357.0537714999991,1357.0537714999991,7.633089200000541,None,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,85,0,85,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,85,0,85,0,1364.7989175000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_34_sub_1.mp4,audios/silence.mp3,visual,1364.7941170999984,1365.2093695000003,1365.4108211999992,1365.4108211999992,1365.4102676666664,1376.0400408999994,1375.8427572999972,[],1375.925796899999,1375.9258276,None,1375.9258620999972,1375.9258768,None,1366.6615792999983,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,86,0,86,,,,,,,,,,,,,,,,,,,,,,3,None,5.452462499997637,None,,,,,,,,,,,86,0,86,0,1376.0400408999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_18_sub_0.mp4,audios/clip_wurst_18_sub_0.mp3,audiovisual,1376.0361744999973,1376.4360080000006,1376.6362334000005,1376.6362334000005,1376.6360827666651,1386.7707401999978,1386.6680357999976,[],1386.7649789999996,1392.236021599998,3,1392.2360840999972,1392.2361079000002,None,1386.6678121999976,3,1386.7707401999978,1386.7707401999978,1386.7707401999978,5.452462499997637,None,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,87,0,87,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,87,0,87,0,1392.3321518999983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_05_sub_2.mp4,audios/silence.mp3,visual,1392.3293988000005,1392.7438742999984,1392.9445168999991,1392.9445168999991,1392.9441938666644,1404.4428504999996,1404.2287429999997,[4.687563399998908],1404.3164722000001,1404.3165052999975,None,1404.3165324000001,1404.316547399998,None,1394.1962972999972,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,88,0,88,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,88,0,88,0,1404.4428504999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_08_nosub_0.mp4,audios/clip_claude_08_nosub_0.mp3,audiovisual,1404.4390066999986,1404.8272743999987,1405.0282248000003,1405.0282248000003,1405.0277165666669,1414.8378656999994,1414.6594318999996,[],1414.7386028,1414.7386837999984,None,1414.7387444999986,1414.738776099999,None,1414.6592517999998,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,89,0,89,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,89,0,89,0,1414.8378656999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_20_nosub_1.mp4,audios/clip_holo_20_nosub_1.mp3,audiovisual,1414.8343571000005,1415.2437026999978,1415.4444019000002,1415.4444019000002,1415.444147466664,1425.0623790999998,1424.8763556999984,[1.77871370000139],1424.9690166,1424.9691007999972,None,1424.9691367999985,1424.9691555999998,None,1424.8761467999975,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,90,0,90,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,90,0,90,0,1425.0623790999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_19_nosub_1.mp4,audios/silence.mp3,visual,1425.0597156999975,1425.4807512000007,1425.6813478999975,1425.6813478999975,1425.6815242666673,1436.545804999998,1436.3818169999977,[5.028367800001433],1436.4586253999987,1436.4586636999993,None,1436.4586945999981,1436.4587107999978,None,1426.9331022000006,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,91,0,91,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,91,0,91,0,1436.545804999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_19_nosub_0.mp4,audios/silence.mp3,visual,1436.5433554999981,1436.9649054000001,1437.164985899999,1437.164985899999,1437.1651490666666,1447.8328980999977,1447.5976977999999,[],1447.7055957999983,1447.7056338999973,None,1447.7056744999973,1447.7057064999972,None,1438.416534,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,92,0,92,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,92,0,92,0,1447.8328980999977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_26_sub_1.mp4,audios/clip_weißt_26_sub_1.mp3,audiovisual,1447.8291695999978,1448.2173771999987,1448.4177687999982,1448.4177687999982,1448.417527466667,1458.8410590999993,1458.6336878000002,[7.768915900000138],1458.7246653000002,1458.724743499999,None,1458.7247994999998,1458.7248268000003,None,1458.6335228999997,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,93,0,93,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,93,0,93,0,1458.8410590999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_14_nosub_2.mp4,audios/clip_weißt_14_nosub_2.mp3,audiovisual,1458.8374700999993,1459.2260033999992,1459.4272662999974,1459.4272662999974,1459.4263496666647,1468.5554298999996,1468.3401763000002,"[2.5833133999985876, 8.165995499999553]",1468.4431848999993,1468.4432782999975,None,1468.4433236999976,1468.4433463999994,None,1468.3400072999975,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,94,0,94,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,94,0,94,0,1468.5554298999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_09_sub_1.mp4,audios/clip_lied_09_sub_1.mp3,audiovisual,1468.5514927000004,1468.9565494999988,1469.1570683999998,1469.1570683999998,1469.1570408666669,1479.7925625999997,1479.5908915,[],1479.6814871999995,1479.6815324999989,None,1479.6815681999979,1479.6815863999982,None,1479.5906534999995,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,95,0,95,,,,,,,,,,,,,,,,,,,,,,1,None,3.051169400001527,None,,,,,,,,,,,95,0,95,0,1479.7925625999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_06_sub_1.mp4,audios/clip_lied_06_sub_1.mp3,audiovisual,1479.7890819999993,1480.1822758999988,1480.3828181999997,1480.3828181999997,1480.3825764666656,1493.1012472999973,1493.0033212999988,[],1493.0978785000007,1496.1657311999988,1,1496.1657804999995,1496.1657997999973,None,1493.1012472999973,1,1493.1012472999973,1493.1012472999973,1493.1012472999973,3.051169400001527,None,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,96,0,96,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,96,0,96,0,1496.2877345999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_02_nosub_1.mp4,audios/clip_claude_02_nosub_1.mp3,audiovisual,1496.2835957999996,1496.6663244999982,1496.8668440000001,1496.8668440000001,1496.8665108666648,1506.872722,1506.6666712000006,[],1506.7557726999985,1506.755814199998,None,1506.7558487999995,1506.7558659999995,None,,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,97,0,97,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,97,0,97,0,1506.872722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_09_nosub_2.mp4,audios/clip_holo_09_nosub_2.mp3,audiovisual,1506.8677310999992,1507.2580467999978,1507.4600576999983,1507.4600576999983,1507.4580197666658,1519.1093309999997,1518.9094302999983,[],1519.001780999999,1519.0018290000007,None,1519.0018598999995,1519.0018784999993,None,1518.9092265,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,98,0,98,,,,,,,,,,,,,,,,,,,,,,4,None,3.2051080999990518,None,,,,,,,,,,,98,0,98,0,1519.1093309999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_23_sub_1.mp4,audios/clip_holo_23_sub_1.mp3,audiovisual,1519.1061745000006,1519.5017394999995,1519.7042264999982,1519.7042264999982,1519.7043387666638,1529.8511070999994,1529.7364692999981,[],1529.8471156999985,1533.056683499999,4,1533.0567354999985,1533.0567545999984,None,1529.7362170999986,4,1529.8511070999994,1529.8511070999994,1529.8511070999994,3.2051080999990518,None,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,99,0,99,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,99,0,99,0,1533.1478977999977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_07_nosub_0.mp4,audios/silence.mp3,visual,1533.1444749999973,1533.5656552999972,1533.7665572000005,1533.7665572000005,1533.7660249666662,1543.3530059000004,1543.163664399999,[],1543.253338999999,1543.253373399999,None,1543.2533994999976,1543.253420099998,None,1535.0191612999988,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,100,0,100,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,100,0,100,0,1543.3530059000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_dampf_01_sub_0.mp4,audios/clip_dampf_01_sub_0.mp3,audiovisual,1543.3491044999973,1543.7541502999993,1543.9552612999978,1543.9552612999978,1543.9548409666643,1553.5648244999975,1553.3859826999978,[],1553.4748447999991,1553.4748880000006,None,1553.4749300000003,1553.4749912999978,None,1553.5648244999975,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,101,0,101,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,101,0,101,0,1553.5648244999975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_33_nosub_0.mp4,audios/silence.mp3,visual,1553.5611427000003,1553.9868357999985,1554.1886656999995,1554.1886656999995,1554.1881162666652,1564.1414712999976,1563.919213199999,[],1564.0160097000007,1564.016069199999,None,1564.016152799999,1564.0161821000002,None,1555.4404680000007,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,102,0,102,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,102,0,102,0,1564.1414712999976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_29_nosub_0.mp4,audios/clip_hund_29_nosub_0.mp3,audiovisual,1564.1374600999989,1564.5199149,1564.720868299999,1564.720868299999,1564.720589666664,1576.3235247999983,1576.1380769999996,[10.626317300000665],1576.231568299998,1576.2316489000004,None,1576.2317086999974,1576.2317616999972,None,1576.1379022,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,103,0,103,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,103,0,103,0,1576.3235247999983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_30_nosub_0.mp4,audios/silence.mp3,visual,1576.3197889999974,1576.7420127000005,1576.942384599999,1576.942384599999,1576.9423412666658,1589.1587895999983,1588.9610837,[],1589.0576889000004,1589.0577217999999,None,1589.0577604999999,1589.0577948999999,None,1578.1937251999989,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,104,0,104,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,104,0,104,0,1589.1587895999983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_10_nosub_1.mp4,audios/silence.mp3,visual,1589.1553244999996,1589.569962999998,1589.7703698999976,1589.7703698999976,1589.7700295666657,1601.4665706999986,1601.2887768,[4.373062399998162],1601.372746699999,1601.3727827999974,None,1601.3728679999986,1601.3729034999997,None,1591.0219223999993,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,105,0,105,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,105,0,105,0,1601.4665706999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_17_sub_0.mp4,audios/silence.mp3,visual,1601.4642617999998,1601.8728109000003,1602.0725767999975,1602.0725767999975,1602.072461566666,1613.7834516000003,1613.5916020000004,[],1613.6865737999979,1613.686608699998,None,1613.6866781999997,1613.6867041000005,None,1603.3243640999972,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,106,0,106,,,,,,,,,,,,,,,,,,,,,,3,None,6.345223899999837,None,,,,,,,,,,,106,0,106,0,1613.7834516000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_11_sub_1.mp4,audios/clip_lied_11_sub_1.mp3,audiovisual,1613.779468599998,1614.1996351999987,1614.400287299999,1614.400287299999,1614.4001058666656,1625.5885176999982,1625.4869077000003,[8.2520603999983],1625.5849557000001,1631.9356343,3,1631.935682899999,1631.9357004999983,None,1625.5885176999982,3,1625.5885176999982,1625.5885176999982,1625.5885176999982,6.345223899999837,None,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,107,0,107,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,107,0,107,0,1632.0614625999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_06_sub_2.mp4,audios/clip_holo_06_sub_2.mp3,audiovisual,1632.0571941999988,1632.4368017999986,1632.6372884999982,1632.6372884999982,1632.6369967666653,1642.6233556999978,1642.402601599999,[8.951965600001131],1642.5198218999976,1642.5198534999981,None,1642.519884199999,1642.5198992000005,None,1642.402429499998,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,108,0,108,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,108,0,108,0,1642.6233556999978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_30_sub_2.mp4,audios/silence.mp3,visual,1642.6189029999987,1643.0193875999976,1643.2200172999983,1643.2200172999983,1643.2212132666648,1655.4244426999976,1655.2394617999998,"[3.167067300000781, 12.099146500000643]",1655.3147567999986,1655.314820399999,None,1655.3148661999985,1655.3148889999975,None,1644.4718030000004,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
